Time [s]	Aux in [V]	Main in [V]
0.0000E+0	1.0010E-2	7.0303E-1
1.0000E-6	1.0010E-2	7.0244E-1
2.0000E-6	9.7656E-3	7.0103E-1
3.0000E-6	9.5215E-3	7.0029E-1
4.0000E-6	9.5215E-3	6.9976E-1
5.0000E-6	9.5215E-3	6.9878E-1
6.0000E-6	1.0010E-2	6.9814E-1
7.0000E-6	1.0010E-2	6.9722E-1
8.0000E-6	9.2773E-3	6.9365E-1
9.0000E-6	9.7656E-3	6.8848E-1
1.0000E-5	1.0010E-2	6.8335E-1
1.1000E-5	9.7656E-3	6.7822E-1
1.2000E-5	9.2773E-3	6.7280E-1
1.3000E-5	9.5215E-3	6.6709E-1
1.4000E-5	1.0010E-2	6.6191E-1
1.5000E-5	9.7656E-3	6.5557E-1
1.6000E-5	9.2773E-3	6.4956E-1
1.7000E-5	9.7656E-3	6.4346E-1
1.8000E-5	9.0332E-3	6.3677E-1
1.9000E-5	9.2773E-3	6.3140E-1
2.0000E-5	9.2773E-3	6.2559E-1
2.1000E-5	1.0010E-2	6.1782E-1
2.2000E-5	9.2773E-3	6.1050E-1
2.3000E-5	1.0010E-2	6.0332E-1
2.4000E-5	9.5215E-3	5.9434E-1
2.5000E-5	9.5215E-3	5.8521E-1
2.6000E-5	9.5215E-3	5.7627E-1
2.7000E-5	9.5215E-3	5.6821E-1
2.8000E-5	9.2773E-3	5.6118E-1
2.9000E-5	9.5215E-3	5.5400E-1
3.0000E-5	1.0010E-2	5.4692E-1
3.1000E-5	9.7656E-3	5.3950E-1
3.2000E-5	9.2773E-3	5.2964E-1
3.3000E-5	9.2773E-3	5.1973E-1
3.4000E-5	1.0010E-2	5.1030E-1
3.5000E-5	9.7656E-3	5.0254E-1
3.6000E-5	9.7656E-3	4.9712E-1
3.7000E-5	9.5215E-3	4.9224E-1
3.8000E-5	9.5215E-3	4.8730E-1
3.9000E-5	9.5215E-3	4.8291E-1
4.0000E-5	9.5215E-3	4.7749E-1
4.1000E-5	9.5215E-3	4.7236E-1
4.2000E-5	9.2773E-3	4.6816E-1
4.3000E-5	9.5215E-3	4.6494E-1
4.4000E-5	9.7656E-3	4.6328E-1
4.5000E-5	9.5215E-3	4.6177E-1
4.6000E-5	9.7656E-3	4.5986E-1
4.7000E-5	9.7656E-3	4.5747E-1
4.8000E-5	9.5215E-3	4.5366E-1
4.9000E-5	1.0254E-2	4.4858E-1
5.0000E-5	9.7656E-3	4.4336E-1
5.1000E-5	9.0332E-3	4.3628E-1
5.2000E-5	9.5215E-3	4.3018E-1
5.3000E-5	9.5215E-3	4.2632E-1
5.4000E-5	1.0254E-2	4.2173E-1
5.5000E-5	9.2773E-3	4.1724E-1
5.6000E-5	9.5215E-3	4.1528E-1
5.7000E-5	9.5215E-3	4.1240E-1
5.8000E-5	9.5215E-3	4.0713E-1
5.9000E-5	9.5215E-3	4.0151E-1
6.0000E-5	1.0010E-2	3.9712E-1
6.1000E-5	9.5215E-3	3.9263E-1
6.2000E-5	9.2773E-3	3.8857E-1
6.3000E-5	9.7656E-3	3.8579E-1
6.4000E-5	9.5215E-3	3.8320E-1
6.5000E-5	9.5215E-3	3.7920E-1
6.6000E-5	9.7656E-3	3.7427E-1
6.7000E-5	9.5215E-3	3.7012E-1
6.8000E-5	9.2773E-3	3.6641E-1
6.9000E-5	9.0332E-3	3.6313E-1
7.0000E-5	9.5215E-3	3.6123E-1
7.1000E-5	9.7656E-3	3.5996E-1
7.2000E-5	1.0010E-2	3.5933E-1
7.3000E-5	1.0010E-2	3.6079E-1
7.4000E-5	1.0010E-2	3.6294E-1
7.5000E-5	9.7656E-3	3.6255E-1
7.6000E-5	1.0254E-2	3.6079E-1
7.7000E-5	9.7656E-3	3.5859E-1
7.8000E-5	9.2773E-3	3.5415E-1
7.9000E-5	1.0254E-2	3.4951E-1
8.0000E-5	9.5215E-3	3.4736E-1
8.1000E-5	9.7656E-3	3.4668E-1
8.2000E-5	9.5215E-3	3.4766E-1
8.3000E-5	9.7656E-3	3.4878E-1
8.4000E-5	1.0010E-2	3.4761E-1
8.5000E-5	9.7656E-3	3.4463E-1
8.6000E-5	9.2773E-3	3.4058E-1
8.7000E-5	9.5215E-3	3.3477E-1
8.8000E-5	9.5215E-3	3.2900E-1
