Time [s]	Aux in [V]	Main in [V]
0.0000E+0	8.7891E-3	7.8770E-1
1.0000E-6	9.2773E-3	7.8462E-1
2.0000E-6	9.7656E-3	7.8042E-1
3.0000E-6	9.2773E-3	7.7651E-1
4.0000E-6	9.7656E-3	7.7310E-1
5.0000E-6	9.2773E-3	7.7036E-1
6.0000E-6	9.2773E-3	7.6860E-1
7.0000E-6	9.5215E-3	7.6714E-1
8.0000E-6	9.2773E-3	7.6592E-1
9.0000E-6	9.0332E-3	7.6597E-1
1.0000E-5	9.7656E-3	7.6504E-1
1.1000E-5	9.5215E-3	7.6372E-1
1.2000E-5	8.7891E-3	7.6284E-1
1.3000E-5	1.0254E-2	7.6167E-1
1.4000E-5	9.5215E-3	7.5942E-1
1.5000E-5	9.5215E-3	7.5903E-1
1.6000E-5	8.7891E-3	7.5825E-1
1.7000E-5	9.2773E-3	7.5820E-1
1.8000E-5	9.5215E-3	7.5879E-1
1.9000E-5	1.0010E-2	7.5874E-1
2.0000E-5	1.0010E-2	7.5698E-1
2.1000E-5	1.0010E-2	7.5308E-1
2.2000E-5	9.5215E-3	7.4707E-1
2.3000E-5	1.0010E-2	7.4004E-1
2.4000E-5	1.0010E-2	7.3530E-1
2.5000E-5	9.2773E-3	7.3174E-1
2.6000E-5	9.5215E-3	7.3057E-1
2.7000E-5	9.5215E-3	7.2910E-1
2.8000E-5	9.5215E-3	7.2642E-1
2.9000E-5	1.0254E-2	7.2271E-1
3.0000E-5	9.2773E-3	7.1860E-1
3.1000E-5	1.0010E-2	7.1494E-1
3.2000E-5	9.5215E-3	7.1357E-1
3.3000E-5	9.0332E-3	7.1426E-1
3.4000E-5	1.0010E-2	7.1499E-1
3.5000E-5	1.0010E-2	7.1680E-1
3.6000E-5	9.2773E-3	7.1699E-1
3.7000E-5	9.2773E-3	7.1450E-1
3.8000E-5	9.7656E-3	7.1025E-1
3.9000E-5	1.0254E-2	7.0552E-1
4.0000E-5	1.0010E-2	7.0083E-1
4.1000E-5	9.2773E-3	6.9561E-1
4.2000E-5	9.2773E-3	6.9380E-1
4.3000E-5	9.5215E-3	6.9292E-1
4.4000E-5	9.7656E-3	6.9272E-1
4.5000E-5	9.5215E-3	6.8945E-1
4.6000E-5	9.7656E-3	6.8823E-1
4.7000E-5	9.2773E-3	6.8540E-1
4.8000E-5	9.5215E-3	6.8262E-1
4.9000E-5	9.5215E-3	6.7993E-1
5.0000E-5	1.0254E-2	6.7778E-1
5.1000E-5	9.2773E-3	6.7583E-1
5.2000E-5	1.0010E-2	6.7500E-1
5.3000E-5	8.7891E-3	6.7280E-1
5.4000E-5	9.7656E-3	6.7046E-1
5.5000E-5	9.0332E-3	6.7197E-1
5.6000E-5	9.7656E-3	6.7144E-1
5.7000E-5	8.7891E-3	6.7231E-1
5.8000E-5	9.2773E-3	6.7603E-1
5.9000E-5	9.5215E-3	6.7749E-1
6.0000E-5	9.5215E-3	6.7661E-1
6.1000E-5	9.5215E-3	6.7764E-1
6.2000E-5	1.0010E-2	6.7700E-1
6.3000E-5	9.5215E-3	6.7441E-1
6.4000E-5	9.7656E-3	6.7397E-1
6.5000E-5	9.5215E-3	6.7349E-1
6.6000E-5	1.0010E-2	6.7295E-1
6.7000E-5	9.5215E-3	6.7251E-1
6.8000E-5	9.7656E-3	6.7065E-1
6.9000E-5	9.7656E-3	6.7026E-1
7.0000E-5	9.5215E-3	6.7119E-1
7.1000E-5	1.0254E-2	6.7163E-1
7.2000E-5	1.0254E-2	6.7192E-1
7.3000E-5	9.7656E-3	6.7271E-1
7.4000E-5	9.7656E-3	6.6958E-1
7.5000E-5	9.2773E-3	6.6611E-1
7.6000E-5	9.7656E-3	6.6416E-1
7.7000E-5	9.0332E-3	6.6338E-1
7.8000E-5	9.2773E-3	6.6382E-1
