Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	7.7466E-1
1.0000E-6	9.2773E-3	7.7466E-1
2.0000E-6	9.7656E-3	7.7515E-1
3.0000E-6	9.5215E-3	7.7471E-1
4.0000E-6	9.7656E-3	7.7524E-1
5.0000E-6	1.0254E-2	7.7422E-1
6.0000E-6	9.5215E-3	7.7383E-1
7.0000E-6	9.7656E-3	7.7241E-1
8.0000E-6	1.0010E-2	7.7051E-1
9.0000E-6	1.0742E-2	7.6982E-1
1.0000E-5	9.5215E-3	7.6851E-1
1.1000E-5	9.2773E-3	7.6738E-1
1.2000E-5	9.5215E-3	7.6538E-1
1.3000E-5	9.2773E-3	7.6514E-1
1.4000E-5	9.5215E-3	7.6240E-1
1.5000E-5	9.5215E-3	7.5923E-1
1.6000E-5	1.0254E-2	7.5659E-1
1.7000E-5	9.2773E-3	7.5322E-1
1.8000E-5	9.2773E-3	7.4873E-1
1.9000E-5	9.2773E-3	7.4419E-1
2.0000E-5	9.2773E-3	7.4131E-1
2.1000E-5	1.0010E-2	7.3726E-1
2.2000E-5	1.0010E-2	7.3638E-1
2.3000E-5	8.7891E-3	7.3618E-1
2.4000E-5	9.7656E-3	7.3735E-1
2.5000E-5	1.0254E-2	7.3867E-1
2.6000E-5	9.2773E-3	7.3970E-1
2.7000E-5	9.0332E-3	7.3999E-1
2.8000E-5	1.0010E-2	7.3857E-1
2.9000E-5	9.7656E-3	7.3643E-1
3.0000E-5	9.7656E-3	7.3228E-1
3.1000E-5	9.5215E-3	7.2793E-1
3.2000E-5	1.0010E-2	7.2354E-1
3.3000E-5	9.7656E-3	7.2119E-1
3.4000E-5	9.5215E-3	7.1992E-1
3.5000E-5	1.0010E-2	7.1938E-1
3.6000E-5	9.5215E-3	7.1963E-1
3.7000E-5	9.7656E-3	7.1851E-1
3.8000E-5	1.0010E-2	7.1699E-1
3.9000E-5	9.7656E-3	7.1562E-1
4.0000E-5	9.2773E-3	7.1299E-1
4.1000E-5	9.2773E-3	7.1060E-1
4.2000E-5	9.7656E-3	7.1006E-1
4.3000E-5	9.7656E-3	7.0957E-1
4.4000E-5	9.7656E-3	7.0879E-1
4.5000E-5	1.0254E-2	7.1211E-1
4.6000E-5	9.0332E-3	7.1426E-1
4.7000E-5	1.0010E-2	7.1572E-1
4.8000E-5	9.7656E-3	7.1655E-1
4.9000E-5	9.7656E-3	7.1553E-1
5.0000E-5	9.7656E-3	7.1045E-1
5.1000E-5	9.0332E-3	7.0630E-1
5.2000E-5	1.0010E-2	7.0171E-1
5.3000E-5	1.0010E-2	6.9878E-1
5.4000E-5	9.7656E-3	6.9717E-1
5.5000E-5	9.2773E-3	6.9805E-1
5.6000E-5	9.7656E-3	6.9927E-1
5.7000E-5	9.7656E-3	7.0029E-1
5.8000E-5	9.2773E-3	6.9966E-1
5.9000E-5	1.0010E-2	6.9927E-1
6.0000E-5	9.7656E-3	7.0098E-1
6.1000E-5	9.7656E-3	7.0376E-1
6.2000E-5	9.7656E-3	7.0723E-1
6.3000E-5	9.2773E-3	7.1304E-1
6.4000E-5	1.0010E-2	7.1719E-1
6.5000E-5	9.7656E-3	7.1719E-1
6.6000E-5	9.2773E-3	7.1592E-1
6.7000E-5	9.5215E-3	7.1372E-1
6.8000E-5	9.2773E-3	7.1108E-1
6.9000E-5	8.7891E-3	7.1021E-1
7.0000E-5	9.5215E-3	7.1099E-1
7.1000E-5	9.7656E-3	7.1167E-1
7.2000E-5	9.7656E-3	7.1328E-1
7.3000E-5	9.7656E-3	7.1396E-1
7.4000E-5	9.5215E-3	7.1538E-1
7.5000E-5	9.5215E-3	7.1802E-1
7.6000E-5	9.5215E-3	7.1973E-1
7.7000E-5	9.7656E-3	7.2119E-1
7.8000E-5	9.7656E-3	7.2246E-1
7.9000E-5	9.7656E-3	7.2349E-1
8.0000E-5	9.7656E-3	7.2563E-1
8.1000E-5	9.2773E-3	7.2954E-1
8.2000E-5	9.2773E-3	7.3384E-1
8.3000E-5	9.5215E-3	7.3735E-1
8.4000E-5	9.5215E-3	7.3960E-1
8.5000E-5	1.0010E-2	7.3877E-1
8.6000E-5	9.2773E-3	7.3574E-1
8.7000E-5	9.0332E-3	7.3296E-1
8.8000E-5	9.0332E-3	7.3315E-1
8.9000E-5	9.5215E-3	7.3506E-1
9.0000E-5	9.5215E-3	7.3882E-1
9.1000E-5	9.7656E-3	7.4453E-1
9.2000E-5	1.0010E-2	7.4897E-1
9.3000E-5	1.0010E-2	7.5176E-1
9.4000E-5	9.5215E-3	7.5435E-1
9.5000E-5	9.7656E-3	7.5527E-1
9.6000E-5	1.0010E-2	7.5562E-1
9.7000E-5	1.0010E-2	7.5723E-1
9.8000E-5	9.2773E-3	7.5923E-1
9.9000E-5	9.2773E-3	7.6196E-1
1.0000E-4	9.0332E-3	7.6392E-1
1.0100E-4	9.2773E-3	7.6631E-1
1.0200E-4	9.2773E-3	7.6953E-1
1.0300E-4	9.2773E-3	7.7339E-1
1.0400E-4	9.7656E-3	7.7407E-1
1.0500E-4	1.0010E-2	7.7705E-1
1.0600E-4	9.2773E-3	7.7983E-1
1.0700E-4	9.2773E-3	7.8228E-1
1.0800E-4	1.0010E-2	7.8452E-1
1.0900E-4	9.7656E-3	7.8857E-1
1.1000E-4	1.0010E-2	7.9233E-1
1.1100E-4	9.5215E-3	7.9561E-1
1.1200E-4	9.7656E-3	7.9766E-1
1.1300E-4	9.7656E-3	7.9795E-1
1.1400E-4	9.7656E-3	7.9922E-1
1.1500E-4	9.0332E-3	7.9824E-1
1.1600E-4	1.0254E-2	7.9849E-1
1.1700E-4	1.0498E-2	8.0034E-1
1.1800E-4	9.7656E-3	8.0225E-1
1.1900E-4	9.5215E-3	8.0371E-1
1.2000E-4	9.2773E-3	8.0850E-1
1.2100E-4	9.5215E-3	8.1104E-1
1.2200E-4	9.7656E-3	8.1177E-1
1.2300E-4	9.7656E-3	8.1064E-1
1.2400E-4	9.5215E-3	8.0918E-1
1.2500E-4	1.0498E-2	8.0581E-1
1.2600E-4	9.7656E-3	8.0596E-1
1.2700E-4	9.5215E-3	8.0659E-1
1.2800E-4	9.2773E-3	8.0884E-1
1.2900E-4	1.0010E-2	8.1089E-1
1.3000E-4	9.2773E-3	8.1118E-1
1.3100E-4	1.0010E-2	8.0835E-1
1.3200E-4	9.2773E-3	8.0562E-1
1.3300E-4	9.7656E-3	8.0254E-1
1.3400E-4	9.5215E-3	7.9951E-1
1.3500E-4	1.0254E-2	7.9766E-1
