Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	3.6890E-1
1.0000E-6	9.2773E-3	3.7095E-1
2.0000E-6	9.0332E-3	3.7373E-1
3.0000E-6	1.0254E-2	3.7729E-1
4.0000E-6	1.0254E-2	3.8032E-1
5.0000E-6	9.7656E-3	3.8242E-1
6.0000E-6	9.5215E-3	3.8335E-1
7.0000E-6	9.5215E-3	3.8311E-1
8.0000E-6	9.5215E-3	3.8276E-1
9.0000E-6	9.7656E-3	3.8076E-1
1.0000E-5	9.2773E-3	3.7988E-1
1.1000E-5	9.2773E-3	3.8076E-1
1.2000E-5	9.2773E-3	3.8184E-1
1.3000E-5	9.2773E-3	3.8193E-1
1.4000E-5	9.5215E-3	3.8315E-1
1.5000E-5	9.7656E-3	3.8389E-1
1.6000E-5	9.0332E-3	3.8545E-1
1.7000E-5	9.7656E-3	3.8892E-1
1.8000E-5	9.5215E-3	3.9258E-1
1.9000E-5	1.0010E-2	3.9346E-1
2.0000E-5	1.0254E-2	3.9541E-1
2.1000E-5	9.5215E-3	3.9590E-1
2.2000E-5	9.5215E-3	3.9526E-1
2.3000E-5	9.7656E-3	3.9395E-1
2.4000E-5	9.2773E-3	3.9385E-1
2.5000E-5	9.2773E-3	3.9155E-1
2.6000E-5	9.2773E-3	3.8999E-1
2.7000E-5	9.7656E-3	3.8647E-1
2.8000E-5	9.2773E-3	3.8579E-1
2.9000E-5	1.0010E-2	3.8628E-1
3.0000E-5	9.2773E-3	3.8945E-1
3.1000E-5	8.7891E-3	3.9204E-1
3.2000E-5	8.7891E-3	3.9575E-1
3.3000E-5	9.7656E-3	3.9771E-1
3.4000E-5	9.7656E-3	3.9937E-1
3.5000E-5	1.0010E-2	4.0073E-1
3.6000E-5	9.5215E-3	4.0161E-1
3.7000E-5	9.5215E-3	4.0093E-1
3.8000E-5	1.0010E-2	4.0122E-1
3.9000E-5	9.2773E-3	4.0269E-1
4.0000E-5	1.0010E-2	4.0342E-1
4.1000E-5	9.0332E-3	4.0464E-1
4.2000E-5	9.7656E-3	4.0669E-1
4.3000E-5	9.7656E-3	4.0630E-1
4.4000E-5	9.0332E-3	4.0469E-1
4.5000E-5	9.0332E-3	4.0322E-1
4.6000E-5	9.7656E-3	4.0264E-1
4.7000E-5	9.0332E-3	4.0264E-1
4.8000E-5	9.2773E-3	4.0405E-1
4.9000E-5	9.5215E-3	4.0601E-1
5.0000E-5	8.7891E-3	4.0708E-1
5.1000E-5	9.7656E-3	4.0630E-1
5.2000E-5	9.7656E-3	4.0479E-1
5.3000E-5	9.7656E-3	4.0415E-1
5.4000E-5	1.0010E-2	4.0127E-1
5.5000E-5	9.0332E-3	3.9702E-1
5.6000E-5	9.2773E-3	3.9199E-1
5.7000E-5	9.7656E-3	3.8887E-1
5.8000E-5	9.2773E-3	3.8379E-1
5.9000E-5	9.0332E-3	3.8179E-1
6.0000E-5	9.5215E-3	3.8257E-1
6.1000E-5	9.5215E-3	3.8242E-1
6.2000E-5	9.7656E-3	3.8066E-1
6.3000E-5	9.5215E-3	3.7866E-1
6.4000E-5	8.7891E-3	3.7515E-1
6.5000E-5	9.7656E-3	3.7026E-1
6.6000E-5	1.0254E-2	3.6719E-1
6.7000E-5	9.5215E-3	3.6567E-1
6.8000E-5	1.0010E-2	3.6533E-1
6.9000E-5	9.5215E-3	3.6255E-1
7.0000E-5	9.2773E-3	3.6001E-1
7.1000E-5	9.7656E-3	3.5762E-1
7.2000E-5	9.7656E-3	3.5293E-1
7.3000E-5	1.0010E-2	3.4858E-1
7.4000E-5	9.2773E-3	3.4536E-1
7.5000E-5	9.5215E-3	3.4111E-1
7.6000E-5	9.5215E-3	3.3696E-1
7.7000E-5	1.0010E-2	3.3418E-1
7.8000E-5	9.5215E-3	3.2954E-1
7.9000E-5	9.2773E-3	3.2549E-1
8.0000E-5	9.2773E-3	3.2231E-1
8.1000E-5	9.2773E-3	3.2051E-1
8.2000E-5	9.5215E-3	3.1816E-1
