Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.7656E-3	-1.8750E-1
1.0000E-6	1.0254E-2	-1.8945E-1
2.0000E-6	9.5215E-3	-1.8384E-1
3.0000E-6	1.0010E-2	-1.7554E-1
4.0000E-6	1.0498E-2	-1.6748E-1
5.0000E-6	9.0332E-3	-1.6479E-1
6.0000E-6	8.7891E-3	-1.6455E-1
7.0000E-6	1.0254E-2	-1.6675E-1
8.0000E-6	9.2773E-3	-1.7456E-1
9.0000E-6	9.5215E-3	-1.7432E-1
1.0000E-5	9.7656E-3	-1.7114E-1
1.1000E-5	9.5215E-3	-1.7676E-1
1.2000E-5	9.2773E-3	-1.7261E-1
1.3000E-5	1.0254E-2	-1.6895E-1
1.4000E-5	9.5215E-3	-1.7529E-1
1.5000E-5	9.5215E-3	-1.7090E-1
1.6000E-5	9.5215E-3	-1.6821E-1
1.7000E-5	9.7656E-3	-1.6406E-1
1.8000E-5	9.5215E-3	-1.5137E-1
1.9000E-5	9.5215E-3	-1.3916E-1
2.0000E-5	9.2773E-3	-1.3989E-1
2.1000E-5	1.0254E-2	-1.5015E-1
2.2000E-5	1.0010E-2	-1.5015E-1
2.3000E-5	9.5215E-3	-1.4673E-1
2.4000E-5	9.5215E-3	-1.4648E-1
2.5000E-5	1.0254E-2	-1.4307E-1
2.6000E-5	9.7656E-3	-1.3794E-1
2.7000E-5	9.2773E-3	-1.4355E-1
2.8000E-5	1.0010E-2	-1.3745E-1
2.9000E-5	9.7656E-3	-1.3599E-1
3.0000E-5	9.5215E-3	-1.3184E-1
3.1000E-5	1.0254E-2	-1.2915E-1
3.2000E-5	9.5215E-3	-1.2524E-1
3.3000E-5	9.2773E-3	-1.1987E-1
3.4000E-5	9.2773E-3	-1.1157E-1
3.5000E-5	9.2773E-3	-9.8633E-2
3.6000E-5	9.0332E-3	-8.9600E-2
3.7000E-5	9.0332E-3	-8.2520E-2
3.8000E-5	9.5215E-3	-7.4463E-2
3.9000E-5	1.0010E-2	-7.1045E-2
4.0000E-5	9.2773E-3	-6.7383E-2
4.1000E-5	9.5215E-3	-6.3232E-2
4.2000E-5	9.5215E-3	-6.0303E-2
4.3000E-5	9.7656E-3	-5.0781E-2
4.4000E-5	9.7656E-3	-5.7129E-2
4.5000E-5	9.7656E-3	-5.3223E-2
4.6000E-5	9.7656E-3	-5.6396E-2
4.7000E-5	9.2773E-3	-5.0537E-2
4.8000E-5	9.7656E-3	-5.5664E-2
4.9000E-5	9.5215E-3	-5.6885E-2
5.0000E-5	9.5215E-3	-5.0293E-2
5.1000E-5	9.0332E-3	-4.9316E-2
5.2000E-5	9.7656E-3	-4.6387E-2
5.3000E-5	1.0010E-2	-3.7109E-2
5.4000E-5	9.5215E-3	-3.5156E-2
5.5000E-5	9.2773E-3	-3.8086E-2
5.6000E-5	1.0254E-2	-3.5645E-2
5.7000E-5	9.2773E-3	-2.4902E-2
5.8000E-5	9.2773E-3	-2.0752E-2
5.9000E-5	1.0010E-2	-8.5449E-3
6.0000E-5	1.0254E-2	4.1504E-3
6.1000E-5	9.5215E-3	1.7822E-2
6.2000E-5	9.5215E-3	2.1973E-2
6.3000E-5	9.2773E-3	3.0273E-2
6.4000E-5	9.5215E-3	4.3213E-2
6.5000E-5	1.0254E-2	4.3457E-2
6.6000E-5	9.5215E-3	4.6875E-2
6.7000E-5	9.7656E-3	5.4932E-2
6.8000E-5	9.0332E-3	6.1279E-2
6.9000E-5	9.5215E-3	7.0557E-2
7.0000E-5	9.2773E-3	7.2021E-2
7.1000E-5	9.5215E-3	8.2764E-2
7.2000E-5	9.2773E-3	9.6191E-2
7.3000E-5	9.2773E-3	1.0815E-1
7.4000E-5	1.0254E-2	1.2793E-1
7.5000E-5	1.0010E-2	1.4551E-1
7.6000E-5	9.7656E-3	1.5454E-1
7.7000E-5	1.0010E-2	1.6479E-1
7.8000E-5	1.0254E-2	1.7871E-1
7.9000E-5	1.0010E-2	1.9751E-1
8.0000E-5	9.7656E-3	2.1729E-1
8.1000E-5	9.7656E-3	2.1948E-1
8.2000E-5	9.7656E-3	2.2461E-1
8.3000E-5	9.7656E-3	2.3584E-1
8.4000E-5	9.7656E-3	2.3804E-1
8.5000E-5	9.7656E-3	2.5464E-1
8.6000E-5	9.2773E-3	2.7393E-1
8.7000E-5	9.5215E-3	2.9272E-1
8.8000E-5	9.7656E-3	3.0884E-1
8.9000E-5	1.0010E-2	3.1519E-1
9.0000E-5	1.0010E-2	3.2788E-1
9.1000E-5	9.5215E-3	3.5449E-1
9.2000E-5	9.7656E-3	3.6548E-1
9.3000E-5	9.5215E-3	3.8037E-1
9.4000E-5	1.0010E-2	3.8257E-1
9.5000E-5	9.2773E-3	3.9087E-1
9.6000E-5	9.7656E-3	3.9404E-1
9.7000E-5	1.0010E-2	4.0308E-1
9.8000E-5	9.5215E-3	4.0210E-1
9.9000E-5	9.2773E-3	4.0820E-1
1.0000E-4	9.2773E-3	4.1138E-1
1.0100E-4	9.5215E-3	4.1528E-1
1.0200E-4	9.5215E-3	4.1577E-1
1.0300E-4	8.7891E-3	4.3481E-1
1.0400E-4	9.7656E-3	4.5532E-1
1.0500E-4	9.7656E-3	4.6362E-1
1.0600E-4	1.0254E-2	4.7388E-1
1.0700E-4	8.5449E-3	4.7437E-1
1.0800E-4	1.0010E-2	4.7827E-1
1.0900E-4	1.0010E-2	4.7998E-1
1.1000E-4	1.0254E-2	4.7681E-1
1.1100E-4	1.0010E-2	4.8193E-1
1.1200E-4	9.5215E-3	4.8047E-1
1.1300E-4	9.2773E-3	4.8242E-1
1.1400E-4	1.0254E-2	4.8267E-1
1.1500E-4	1.0254E-2	4.8145E-1
1.1600E-4	9.7656E-3	4.8169E-1
1.1700E-4	9.7656E-3	4.7876E-1
1.1800E-4	9.5215E-3	4.8145E-1
1.1900E-4	1.0010E-2	4.8193E-1
1.2000E-4	9.7656E-3	4.8364E-1
1.2100E-4	9.7656E-3	4.8755E-1
1.2200E-4	9.7656E-3	4.8145E-1
1.2300E-4	9.5215E-3	4.7681E-1
1.2400E-4	9.5215E-3	4.7144E-1
1.2500E-4	9.5215E-3	4.6436E-1
1.2600E-4	9.5215E-3	4.5386E-1
1.2700E-4	1.0254E-2	4.4580E-1
1.2800E-4	9.7656E-3	4.3994E-1
1.2900E-4	1.0254E-2	4.3677E-1
1.3000E-4	9.2773E-3	4.2603E-1
1.3100E-4	1.0010E-2	4.1821E-1
1.3200E-4	9.5215E-3	4.1504E-1
1.3300E-4	1.0010E-2	4.0918E-1
1.3400E-4	1.0010E-2	4.0039E-1
1.3500E-4	1.0254E-2	3.8599E-1
1.3600E-4	1.0010E-2	3.8086E-1
1.3700E-4	1.0010E-2	3.7695E-1
1.3800E-4	9.5215E-3	3.7354E-1
1.3900E-4	1.0010E-2	3.7427E-1
1.4000E-4	1.0010E-2	3.6670E-1
1.4100E-4	9.5215E-3	3.5962E-1
1.4200E-4	9.5215E-3	3.5303E-1
1.4300E-4	1.0010E-2	3.4229E-1
1.4400E-4	9.7656E-3	3.4302E-1
1.4500E-4	9.5215E-3	3.3838E-1
1.4600E-4	1.0254E-2	3.4473E-1
1.4700E-4	9.0332E-3	3.3521E-1
1.4800E-4	1.0254E-2	3.3057E-1
1.4900E-4	9.7656E-3	3.2910E-1
1.5000E-4	9.2773E-3	3.2349E-1
1.5100E-4	1.0254E-2	3.1982E-1
1.5200E-4	9.7656E-3	3.0737E-1
1.5300E-4	9.2773E-3	2.9810E-1
1.5400E-4	9.5215E-3	2.8369E-1
1.5500E-4	9.7656E-3	2.7905E-1
1.5600E-4	9.5215E-3	2.7515E-1
1.5700E-4	9.5215E-3	2.7100E-1
1.5800E-4	9.7656E-3	2.7002E-1
1.5900E-4	9.7656E-3	2.6489E-1
1.6000E-4	9.5215E-3	2.5732E-1
1.6100E-4	9.0332E-3	2.5391E-1
1.6200E-4	9.5215E-3	2.5073E-1
1.6300E-4	9.7656E-3	2.4854E-1
1.6400E-4	1.0254E-2	2.5000E-1
1.6500E-4	1.0254E-2	2.4292E-1
1.6600E-4	1.0010E-2	2.4756E-1
1.6700E-4	1.0010E-2	2.5122E-1
1.6800E-4	9.5215E-3	2.4756E-1
1.6900E-4	9.7656E-3	2.4414E-1
1.7000E-4	1.0254E-2	2.4731E-1
1.7100E-4	9.0332E-3	2.4219E-1
1.7200E-4	9.2773E-3	2.4146E-1
1.7300E-4	9.7656E-3	2.4561E-1
1.7400E-4	9.2773E-3	2.4170E-1
1.7500E-4	9.2773E-3	2.4390E-1
1.7600E-4	1.0010E-2	2.3853E-1
1.7700E-4	9.7656E-3	2.4609E-1
1.7800E-4	9.7656E-3	2.4072E-1
1.7900E-4	9.2773E-3	2.3804E-1
1.8000E-4	9.2773E-3	2.3145E-1
1.8100E-4	9.5215E-3	2.3853E-1
1.8200E-4	9.5215E-3	2.4438E-1
1.8300E-4	9.2773E-3	2.5537E-1
1.8400E-4	1.0010E-2	2.5708E-1
1.8500E-4	9.5215E-3	2.5708E-1
1.8600E-4	9.7656E-3	2.6172E-1
1.8700E-4	9.2773E-3	2.6196E-1
1.8800E-4	9.7656E-3	2.6660E-1
1.8900E-4	1.0010E-2	2.6953E-1
1.9000E-4	9.7656E-3	2.7686E-1
1.9100E-4	9.5215E-3	2.7759E-1
1.9200E-4	9.2773E-3	2.8149E-1
1.9300E-4	9.5215E-3	2.8760E-1
1.9400E-4	9.5215E-3	2.8955E-1
1.9500E-4	9.7656E-3	2.9126E-1
1.9600E-4	9.5215E-3	2.9858E-1
1.9700E-4	9.5215E-3	3.0273E-1
1.9800E-4	9.0332E-3	3.0249E-1
1.9900E-4	9.7656E-3	3.0444E-1
2.0000E-4	1.0254E-2	3.0103E-1
2.0100E-4	9.5215E-3	2.9858E-1
2.0200E-4	9.5215E-3	3.0469E-1
2.0300E-4	9.7656E-3	3.0664E-1
2.0400E-4	1.0010E-2	3.0444E-1
2.0500E-4	1.0254E-2	2.9761E-1
2.0600E-4	9.7656E-3	2.9956E-1
2.0700E-4	9.5215E-3	3.1250E-1
2.0800E-4	9.5215E-3	3.0981E-1
2.0900E-4	1.0010E-2	3.1055E-1
2.1000E-4	9.5215E-3	3.1519E-1
2.1100E-4	9.7656E-3	3.1982E-1
2.1200E-4	9.7656E-3	3.3154E-1
2.1300E-4	9.5215E-3	3.4424E-1
2.1400E-4	1.0010E-2	3.5205E-1
2.1500E-4	9.7656E-3	3.5474E-1
2.1600E-4	9.2773E-3	3.5522E-1
2.1700E-4	9.2773E-3	3.6182E-1
2.1800E-4	1.0498E-2	3.6938E-1
2.1900E-4	9.7656E-3	3.7915E-1
2.2000E-4	9.7656E-3	3.8696E-1
2.2100E-4	9.2773E-3	3.9014E-1
2.2200E-4	9.5215E-3	3.9331E-1
2.2300E-4	9.7656E-3	3.9893E-1
2.2400E-4	9.5215E-3	4.0918E-1
2.2500E-4	9.7656E-3	4.0942E-1
2.2600E-4	9.7656E-3	4.2090E-1
2.2700E-4	9.7656E-3	4.2749E-1
2.2800E-4	1.0498E-2	4.3286E-1
2.2900E-4	1.0254E-2	4.3774E-1
2.3000E-4	1.0010E-2	4.4043E-1
2.3100E-4	9.5215E-3	4.4409E-1
2.3200E-4	1.0010E-2	4.4482E-1
2.3300E-4	9.5215E-3	4.4775E-1
2.3400E-4	9.5215E-3	4.5313E-1
2.3500E-4	9.7656E-3	4.5068E-1
2.3600E-4	9.2773E-3	4.5605E-1
2.3700E-4	8.7891E-3	4.5972E-1
2.3800E-4	9.0332E-3	4.6362E-1
2.3900E-4	9.7656E-3	4.6826E-1
2.4000E-4	9.2773E-3	4.6655E-1
2.4100E-4	9.5215E-3	4.7314E-1
2.4200E-4	1.0010E-2	4.7461E-1
2.4300E-4	9.2773E-3	4.7070E-1
2.4400E-4	9.7656E-3	4.6899E-1
2.4500E-4	1.0010E-2	4.7339E-1
2.4600E-4	9.5215E-3	4.7925E-1
2.4700E-4	9.5215E-3	4.8267E-1
2.4800E-4	9.7656E-3	4.8047E-1
2.4900E-4	1.0010E-2	4.7632E-1
2.5000E-4	9.5215E-3	4.6851E-1
2.5100E-4	9.2773E-3	4.6729E-1
2.5200E-4	9.2773E-3	4.6240E-1
2.5300E-4	9.5215E-3	4.6069E-1
2.5400E-4	1.0010E-2	4.6313E-1
2.5500E-4	1.0254E-2	4.5947E-1
2.5600E-4	1.0010E-2	4.5703E-1
2.5700E-4	9.2773E-3	4.6216E-1
2.5800E-4	1.0254E-2	4.6484E-1
2.5900E-4	1.0010E-2	4.5874E-1
2.6000E-4	9.5215E-3	4.4849E-1
2.6100E-4	9.5215E-3	4.4214E-1
2.6200E-4	9.2773E-3	4.4189E-1
2.6300E-4	9.0332E-3	4.3530E-1
2.6400E-4	1.0010E-2	4.1113E-1
2.6500E-4	1.0010E-2	4.0137E-1
2.6600E-4	9.5215E-3	4.0405E-1
2.6700E-4	9.7656E-3	3.9404E-1
2.6800E-4	9.2773E-3	3.9014E-1
2.6900E-4	9.2773E-3	3.7378E-1
2.7000E-4	9.7656E-3	3.7451E-1
2.7100E-4	9.7656E-3	3.7158E-1
2.7200E-4	9.5215E-3	3.7329E-1
2.7300E-4	1.0498E-2	3.6450E-1
2.7400E-4	1.0010E-2	3.6182E-1
2.7500E-4	1.0010E-2	3.5767E-1
2.7600E-4	9.5215E-3	3.6133E-1
2.7700E-4	9.2773E-3	3.5815E-1
2.7800E-4	1.0254E-2	3.4180E-1
2.7900E-4	9.2773E-3	3.3276E-1
2.8000E-4	9.5215E-3	3.2495E-1
2.8100E-4	8.7891E-3	3.1934E-1
2.8200E-4	9.5215E-3	3.1323E-1
2.8300E-4	9.5215E-3	3.1714E-1
2.8400E-4	9.5215E-3	3.1689E-1
2.8500E-4	9.7656E-3	3.1128E-1
2.8600E-4	9.7656E-3	3.0688E-1
2.8700E-4	9.5215E-3	2.9419E-1
2.8800E-4	1.0010E-2	2.9297E-1
2.8900E-4	9.2773E-3	2.8076E-1
2.9000E-4	1.0010E-2	2.7344E-1
2.9100E-4	9.5215E-3	2.6611E-1
2.9200E-4	9.5215E-3	2.6099E-1
2.9300E-4	9.2773E-3	2.6123E-1
2.9400E-4	9.2773E-3	2.6221E-1
2.9500E-4	1.0254E-2	2.6050E-1
2.9600E-4	1.0254E-2	2.6074E-1
2.9700E-4	1.0010E-2	2.6343E-1
2.9800E-4	1.0254E-2	2.5635E-1
2.9900E-4	9.5215E-3	2.5537E-1
3.0000E-4	9.7656E-3	2.5684E-1
3.0100E-4	1.0010E-2	2.5610E-1
3.0200E-4	9.7656E-3	2.5366E-1
3.0300E-4	9.2773E-3	2.4951E-1
3.0400E-4	9.5215E-3	2.4731E-1
3.0500E-4	1.0010E-2	2.4829E-1
3.0600E-4	9.5215E-3	2.4170E-1
3.0700E-4	9.7656E-3	2.3682E-1
3.0800E-4	9.7656E-3	2.3779E-1
3.0900E-4	9.5215E-3	2.3096E-1
3.1000E-4	9.5215E-3	2.3389E-1
3.1100E-4	1.0010E-2	2.3364E-1
3.1200E-4	9.5215E-3	2.2925E-1
3.1300E-4	1.0010E-2	2.3071E-1
3.1400E-4	1.0010E-2	2.2339E-1
3.1500E-4	1.0010E-2	2.2095E-1
3.1600E-4	9.5215E-3	2.2266E-1
3.1700E-4	9.7656E-3	2.1655E-1
3.1800E-4	9.5215E-3	2.1460E-1
3.1900E-4	9.2773E-3	2.1753E-1
3.2000E-4	1.0254E-2	2.1826E-1
3.2100E-4	9.7656E-3	2.2852E-1
3.2200E-4	9.5215E-3	2.2607E-1
3.2300E-4	9.7656E-3	2.2388E-1
3.2400E-4	1.0010E-2	2.2778E-1
3.2500E-4	9.7656E-3	2.2485E-1
3.2600E-4	1.0254E-2	2.2729E-1
3.2700E-4	9.5215E-3	2.2852E-1
3.2800E-4	9.7656E-3	2.3511E-1
3.2900E-4	9.7656E-3	2.3877E-1
3.3000E-4	1.0010E-2	2.3901E-1
3.3100E-4	9.5215E-3	2.4414E-1
3.3200E-4	1.0010E-2	2.5317E-1
3.3300E-4	9.2773E-3	2.5854E-1
3.3400E-4	9.7656E-3	2.5928E-1
3.3500E-4	9.2773E-3	2.6294E-1
3.3600E-4	9.5215E-3	2.6392E-1
3.3700E-4	9.7656E-3	2.6611E-1
3.3800E-4	9.5215E-3	2.7295E-1
3.3900E-4	9.7656E-3	2.7954E-1
3.4000E-4	1.0010E-2	2.7881E-1
3.4100E-4	9.7656E-3	2.8394E-1
3.4200E-4	9.7656E-3	2.8809E-1
3.4300E-4	9.5215E-3	2.9907E-1
3.4400E-4	9.7656E-3	2.9956E-1
3.4500E-4	9.0332E-3	3.1006E-1
3.4600E-4	9.7656E-3	3.2446E-1
3.4700E-4	1.0010E-2	3.2446E-1
3.4800E-4	9.5215E-3	3.3618E-1
3.4900E-4	9.5215E-3	3.4863E-1
3.5000E-4	1.0010E-2	3.5181E-1
3.5100E-4	9.5215E-3	3.5645E-1
3.5200E-4	1.0254E-2	3.6475E-1
3.5300E-4	9.2773E-3	3.6938E-1
3.5400E-4	9.5215E-3	3.6646E-1
3.5500E-4	9.2773E-3	3.7451E-1
3.5600E-4	1.0254E-2	3.8550E-1
3.5700E-4	9.7656E-3	3.9282E-1
