Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.2773E-3	1.0693E-2
1.0000E-6	9.5215E-3	-6.3477E-4
2.0000E-6	9.7656E-3	-1.3428E-2
3.0000E-6	9.2773E-3	-2.6514E-2
4.0000E-6	9.2773E-3	-3.2861E-2
5.0000E-6	9.5215E-3	-3.6816E-2
6.0000E-6	9.7656E-3	-3.7793E-2
7.0000E-6	9.7656E-3	-3.6963E-2
8.0000E-6	1.0010E-2	-3.3789E-2
9.0000E-6	1.0254E-2	-3.0957E-2
1.0000E-5	1.0498E-2	-2.7783E-2
1.1000E-5	9.5215E-3	-2.7148E-2
1.2000E-5	9.7656E-3	-2.6270E-2
1.3000E-5	9.5215E-3	-2.8418E-2
1.4000E-5	9.5215E-3	-3.0176E-2
1.5000E-5	9.0332E-3	-3.0371E-2
1.6000E-5	9.5215E-3	-2.6855E-2
1.7000E-5	1.0010E-2	-2.5635E-2
1.8000E-5	1.0010E-2	-2.4463E-2
1.9000E-5	9.5215E-3	-2.4561E-2
2.0000E-5	9.5215E-3	-2.7002E-2
2.1000E-5	9.5215E-3	-3.1104E-2
2.2000E-5	9.7656E-3	-3.0322E-2
2.3000E-5	9.5215E-3	-2.7002E-2
2.4000E-5	9.7656E-3	-2.3437E-2
2.5000E-5	9.2773E-3	-2.0557E-2
2.6000E-5	9.5215E-3	-1.8506E-2
2.7000E-5	1.0010E-2	-1.9824E-2
2.8000E-5	9.5215E-3	-2.1484E-2
2.9000E-5	9.5215E-3	-2.2559E-2
3.0000E-5	9.2773E-3	-2.1436E-2
3.1000E-5	1.0010E-2	-1.6309E-2
3.2000E-5	9.5215E-3	-9.1309E-3
3.3000E-5	1.0254E-2	4.8828E-5
3.4000E-5	9.7656E-3	1.2842E-2
3.5000E-5	9.5215E-3	3.2129E-2
3.6000E-5	9.5215E-3	5.5957E-2
3.7000E-5	9.7656E-3	8.4912E-2
3.8000E-5	9.5215E-3	1.2031E-1
3.9000E-5	9.5215E-3	1.6201E-1
4.0000E-5	9.7656E-3	2.1323E-1
4.1000E-5	9.2773E-3	2.7808E-1
4.2000E-5	9.7656E-3	3.6001E-1
4.3000E-5	9.2773E-3	4.5405E-1
4.4000E-5	9.2773E-3	5.5586E-1
4.5000E-5	9.5215E-3	6.5127E-1
4.6000E-5	9.7656E-3	7.2764E-1
4.7000E-5	8.7891E-3	7.7612E-1
4.8000E-5	1.0010E-2	7.8945E-1
4.9000E-5	9.2773E-3	7.6494E-1
5.0000E-5	9.5215E-3	7.0908E-1
5.1000E-5	9.7656E-3	6.3242E-1
5.2000E-5	9.5215E-3	5.4082E-1
5.3000E-5	9.7656E-3	4.4731E-1
5.4000E-5	1.0254E-2	3.6353E-1
5.5000E-5	9.2773E-3	2.9307E-1
5.6000E-5	9.2773E-3	2.3901E-1
5.7000E-5	9.5215E-3	2.0635E-1
5.8000E-5	1.0254E-2	1.9087E-1
5.9000E-5	9.7656E-3	1.8643E-1
6.0000E-5	8.7891E-3	1.9302E-1
6.1000E-5	9.7656E-3	2.0605E-1
6.2000E-5	1.0010E-2	2.2300E-1
6.3000E-5	9.5215E-3	2.4409E-1
6.4000E-5	9.2773E-3	2.6836E-1
6.5000E-5	9.5215E-3	2.9619E-1
6.6000E-5	9.2773E-3	3.2993E-1
6.7000E-5	9.7656E-3	3.6904E-1
6.8000E-5	1.0254E-2	4.1494E-1
6.9000E-5	9.7656E-3	4.6841E-1
7.0000E-5	9.7656E-3	5.2905E-1
7.1000E-5	1.0010E-2	5.9292E-1
7.2000E-5	9.2773E-3	6.5474E-1
7.3000E-5	9.5215E-3	7.0771E-1
7.4000E-5	1.0498E-2	7.4580E-1
7.5000E-5	9.7656E-3	7.6436E-1
7.6000E-5	9.2773E-3	7.6021E-1
7.7000E-5	9.2773E-3	7.3364E-1
7.8000E-5	9.5215E-3	6.8828E-1
7.9000E-5	1.0498E-2	6.2773E-1
8.0000E-5	1.0010E-2	5.6128E-1
8.1000E-5	9.7656E-3	4.9365E-1
8.2000E-5	1.0010E-2	4.3101E-1
8.3000E-5	9.5215E-3	3.7939E-1
8.4000E-5	9.5215E-3	3.4302E-1
8.5000E-5	9.5215E-3	3.1616E-1
8.6000E-5	1.0010E-2	3.0010E-1
8.7000E-5	9.7656E-3	2.9170E-1
8.8000E-5	9.5215E-3	2.9121E-1
8.9000E-5	1.0010E-2	2.9463E-1
9.0000E-5	9.5215E-3	3.0361E-1
9.1000E-5	9.2773E-3	3.1826E-1
9.2000E-5	9.0332E-3	3.3867E-1
9.3000E-5	9.7656E-3	3.6250E-1
9.4000E-5	1.0254E-2	3.9316E-1
9.5000E-5	9.5215E-3	4.3057E-1
9.6000E-5	9.5215E-3	4.7192E-1
9.7000E-5	1.0254E-2	5.1851E-1
9.8000E-5	1.0010E-2	5.7051E-1
9.9000E-5	1.0254E-2	6.2305E-1
1.0000E-4	9.2773E-3	6.7124E-1
1.0100E-4	1.0010E-2	7.0708E-1
1.0200E-4	9.5215E-3	7.2891E-1
1.0300E-4	9.2773E-3	7.3281E-1
1.0400E-4	9.5215E-3	7.2231E-1
1.0500E-4	9.2773E-3	6.9683E-1
1.0600E-4	9.5215E-3	6.6250E-1
1.0700E-4	1.0254E-2	6.2041E-1
1.0800E-4	9.7656E-3	5.7222E-1
1.0900E-4	1.0254E-2	5.2080E-1
1.1000E-4	9.5215E-3	4.7090E-1
1.1100E-4	9.2773E-3	4.2827E-1
1.1200E-4	9.0332E-3	3.9199E-1
1.1300E-4	9.0332E-3	3.6538E-1
1.1400E-4	9.7656E-3	3.4878E-1
1.1500E-4	9.5215E-3	3.4370E-1
1.1600E-4	9.2773E-3	3.4419E-1
1.1700E-4	9.2773E-3	3.5293E-1
1.1800E-4	9.0332E-3	3.6592E-1
1.1900E-4	9.5215E-3	3.7974E-1
1.2000E-4	9.0332E-3	3.9414E-1
1.2100E-4	9.5215E-3	4.1362E-1
1.2200E-4	9.5215E-3	4.3506E-1
1.2300E-4	1.0498E-2	4.6221E-1
1.2400E-4	9.5215E-3	4.9502E-1
1.2500E-4	9.2773E-3	5.3354E-1
1.2600E-4	1.0010E-2	5.7622E-1
1.2700E-4	9.5215E-3	6.2021E-1
1.2800E-4	1.0010E-2	6.6133E-1
1.2900E-4	9.5215E-3	6.9619E-1
1.3000E-4	9.2773E-3	7.2031E-1
1.3100E-4	1.0254E-2	7.2861E-1
1.3200E-4	8.7891E-3	7.2534E-1
1.3300E-4	1.0010E-2	7.1035E-1
1.3400E-4	1.0254E-2	6.8750E-1
1.3500E-4	1.0010E-2	6.5947E-1
1.3600E-4	9.7656E-3	6.2886E-1
1.3700E-4	1.0010E-2	5.9351E-1
1.3800E-4	9.7656E-3	5.5654E-1
1.3900E-4	9.7656E-3	5.2144E-1
1.4000E-4	1.0010E-2	4.8765E-1
1.4100E-4	9.5215E-3	4.6157E-1
1.4200E-4	1.0010E-2	4.4365E-1
1.4300E-4	9.5215E-3	4.3374E-1
1.4400E-4	9.7656E-3	4.2920E-1
1.4500E-4	9.5215E-3	4.3179E-1
1.4600E-4	1.0010E-2	4.3667E-1
1.4700E-4	9.7656E-3	4.4556E-1
1.4800E-4	9.2773E-3	4.6045E-1
1.4900E-4	9.7656E-3	4.7759E-1
1.5000E-4	1.0254E-2	4.9722E-1
1.5100E-4	9.7656E-3	5.1665E-1
1.5200E-4	1.0010E-2	5.3535E-1
1.5300E-4	9.5215E-3	5.5093E-1
1.5400E-4	1.0498E-2	5.6719E-1
1.5500E-4	9.5215E-3	5.8154E-1
1.5600E-4	9.0332E-3	5.9800E-1
1.5700E-4	9.0332E-3	6.1284E-1
1.5800E-4	9.2773E-3	6.2490E-1
1.5900E-4	1.0010E-2	6.3223E-1
1.6000E-4	9.7656E-3	6.3550E-1
1.6100E-4	9.5215E-3	6.3462E-1
1.6200E-4	9.7656E-3	6.3105E-1
1.6300E-4	1.0010E-2	6.2285E-1
1.6400E-4	9.5215E-3	6.1313E-1
1.6500E-4	9.7656E-3	6.0234E-1
1.6600E-4	1.0254E-2	5.9019E-1
1.6700E-4	9.5215E-3	5.7764E-1
1.6800E-4	1.0010E-2	5.6538E-1
1.6900E-4	9.5215E-3	5.5225E-1
1.7000E-4	1.0010E-2	5.3682E-1
1.7100E-4	9.5215E-3	5.1919E-1
1.7200E-4	9.7656E-3	5.0210E-1
1.7300E-4	9.7656E-3	4.8706E-1
1.7400E-4	9.5215E-3	4.7656E-1
1.7500E-4	1.0254E-2	4.7173E-1
1.7600E-4	9.7656E-3	4.7202E-1
1.7700E-4	9.7656E-3	4.7700E-1
1.7800E-4	1.0010E-2	4.8647E-1
1.7900E-4	9.7656E-3	4.9551E-1
1.8000E-4	9.5215E-3	5.0488E-1
1.8100E-4	9.2773E-3	5.1538E-1
1.8200E-4	9.7656E-3	5.2739E-1
1.8300E-4	1.0010E-2	5.3711E-1
1.8400E-4	9.2773E-3	5.4673E-1
1.8500E-4	9.7656E-3	5.5688E-1
