Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	5.9058E-1
1.0000E-6	9.5215E-3	5.9336E-1
2.0000E-6	9.5215E-3	5.9697E-1
3.0000E-6	1.0010E-2	5.9971E-1
4.0000E-6	1.0010E-2	6.0293E-1
5.0000E-6	9.7656E-3	6.0396E-1
6.0000E-6	9.7656E-3	6.0439E-1
7.0000E-6	9.2773E-3	6.0464E-1
8.0000E-6	1.0254E-2	6.0649E-1
9.0000E-6	9.2773E-3	6.0742E-1
1.0000E-5	9.7656E-3	6.0889E-1
1.1000E-5	9.2773E-3	6.1074E-1
1.2000E-5	9.2773E-3	6.1201E-1
1.3000E-5	9.5215E-3	6.1157E-1
1.4000E-5	9.5215E-3	6.1108E-1
1.5000E-5	9.7656E-3	6.1128E-1
1.6000E-5	1.0010E-2	6.0991E-1
1.7000E-5	9.2773E-3	6.0874E-1
1.8000E-5	9.2773E-3	6.0752E-1
1.9000E-5	1.0010E-2	6.0605E-1
2.0000E-5	9.5215E-3	6.0122E-1
2.1000E-5	9.2773E-3	5.9600E-1
2.2000E-5	8.7891E-3	5.9087E-1
2.3000E-5	9.5215E-3	5.8735E-1
2.4000E-5	9.7656E-3	5.8159E-1
2.5000E-5	9.7656E-3	5.7769E-1
2.6000E-5	9.7656E-3	5.7212E-1
2.7000E-5	9.0332E-3	5.6636E-1
2.8000E-5	9.0332E-3	5.6030E-1
2.9000E-5	9.7656E-3	5.5840E-1
3.0000E-5	9.7656E-3	5.5874E-1
3.1000E-5	1.0010E-2	5.6167E-1
3.2000E-5	9.5215E-3	5.6367E-1
3.3000E-5	9.7656E-3	5.6455E-1
3.4000E-5	9.7656E-3	5.6191E-1
3.5000E-5	9.2773E-3	5.5596E-1
3.6000E-5	1.0498E-2	5.4849E-1
3.7000E-5	9.7656E-3	5.4058E-1
3.8000E-5	9.5215E-3	5.3140E-1
3.9000E-5	1.0010E-2	5.2168E-1
4.0000E-5	1.0254E-2	5.1313E-1
4.1000E-5	9.7656E-3	5.0488E-1
4.2000E-5	9.7656E-3	4.9790E-1
4.3000E-5	1.0498E-2	4.9355E-1
4.4000E-5	9.7656E-3	4.9272E-1
4.5000E-5	9.2773E-3	4.9282E-1
4.6000E-5	9.7656E-3	4.9399E-1
4.7000E-5	1.0010E-2	4.9380E-1
4.8000E-5	9.2773E-3	4.9248E-1
4.9000E-5	9.7656E-3	4.8848E-1
5.0000E-5	9.5215E-3	4.8262E-1
5.1000E-5	9.5215E-3	4.7549E-1
5.2000E-5	1.0254E-2	4.6870E-1
5.3000E-5	9.5215E-3	4.6265E-1
5.4000E-5	9.0332E-3	4.5693E-1
5.5000E-5	9.5215E-3	4.5347E-1
5.6000E-5	9.7656E-3	4.5205E-1
5.7000E-5	9.7656E-3	4.5176E-1
5.8000E-5	9.7656E-3	4.4956E-1
5.9000E-5	1.0498E-2	4.4746E-1
6.0000E-5	9.5215E-3	4.4614E-1
6.1000E-5	9.5215E-3	4.4521E-1
6.2000E-5	9.7656E-3	4.4478E-1
6.3000E-5	9.5215E-3	4.4536E-1
6.4000E-5	9.5215E-3	4.4434E-1
6.5000E-5	9.7656E-3	4.4419E-1
6.6000E-5	9.5215E-3	4.4351E-1
6.7000E-5	1.0010E-2	4.4082E-1
6.8000E-5	9.7656E-3	4.3994E-1
6.9000E-5	1.0010E-2	4.4062E-1
7.0000E-5	9.7656E-3	4.3804E-1
7.1000E-5	9.7656E-3	4.3359E-1
7.2000E-5	9.0332E-3	4.3013E-1
7.3000E-5	9.5215E-3	4.2485E-1
7.4000E-5	9.5215E-3	4.2241E-1
7.5000E-5	9.2773E-3	4.2153E-1
7.6000E-5	9.7656E-3	4.2134E-1
7.7000E-5	9.5215E-3	4.2109E-1
7.8000E-5	9.2773E-3	4.2031E-1
7.9000E-5	1.0010E-2	4.1831E-1
8.0000E-5	9.7656E-3	4.1655E-1
8.1000E-5	1.0010E-2	4.1616E-1
8.2000E-5	9.5215E-3	4.1631E-1
8.3000E-5	9.7656E-3	4.1704E-1
8.4000E-5	1.0010E-2	4.1685E-1
8.5000E-5	1.0498E-2	4.1553E-1
8.6000E-5	9.7656E-3	4.1484E-1
8.7000E-5	9.0332E-3	4.1528E-1
8.8000E-5	1.0498E-2	4.1577E-1
8.9000E-5	1.0254E-2	4.1743E-1
9.0000E-5	9.5215E-3	4.2007E-1
9.1000E-5	9.2773E-3	4.2153E-1
9.2000E-5	9.5215E-3	4.2197E-1
9.3000E-5	1.0254E-2	4.2139E-1
9.4000E-5	9.2773E-3	4.1895E-1
9.5000E-5	1.0010E-2	4.1616E-1
