Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.2773E-3	-2.7104E-1
1.0000E-6	9.2773E-3	-2.6504E-1
2.0000E-6	9.5215E-3	-2.5601E-1
3.0000E-6	9.2773E-3	-2.4570E-1
4.0000E-6	9.5215E-3	-2.3784E-1
5.0000E-6	9.5215E-3	-2.3218E-1
6.0000E-6	9.5215E-3	-2.2671E-1
7.0000E-6	9.5215E-3	-2.2339E-1
8.0000E-6	8.7891E-3	-2.1797E-1
9.0000E-6	9.2773E-3	-2.0732E-1
1.0000E-5	9.5215E-3	-1.8945E-1
1.1000E-5	1.0010E-2	-1.6353E-1
1.2000E-5	9.7656E-3	-1.2808E-1
1.3000E-5	9.7656E-3	-8.3887E-2
1.4000E-5	9.7656E-3	-3.4131E-2
1.5000E-5	1.0010E-2	2.3535E-2
1.6000E-5	9.7656E-3	9.3896E-2
1.7000E-5	9.5215E-3	1.7813E-1
1.8000E-5	1.0010E-2	2.7344E-1
1.9000E-5	9.0332E-3	3.7739E-1
2.0000E-5	9.2773E-3	4.7515E-1
2.1000E-5	9.2773E-3	5.5620E-1
2.2000E-5	9.2773E-3	6.0889E-1
2.3000E-5	9.7656E-3	6.3262E-1
2.4000E-5	1.0010E-2	6.2397E-1
2.5000E-5	9.5215E-3	5.9136E-1
2.6000E-5	9.0332E-3	5.3970E-1
2.7000E-5	9.7656E-3	4.7588E-1
2.8000E-5	9.5215E-3	4.0659E-1
2.9000E-5	9.7656E-3	3.3623E-1
3.0000E-5	9.2773E-3	2.7183E-1
3.1000E-5	9.0332E-3	2.1724E-1
3.2000E-5	9.7656E-3	1.7559E-1
3.3000E-5	1.0010E-2	1.4321E-1
3.4000E-5	9.5215E-3	1.2529E-1
3.5000E-5	1.0254E-2	1.1572E-1
3.6000E-5	8.7891E-3	1.1206E-1
3.7000E-5	9.7656E-3	1.1357E-1
3.8000E-5	9.5215E-3	1.1836E-1
3.9000E-5	9.5215E-3	1.2603E-1
4.0000E-5	9.5215E-3	1.3623E-1
4.1000E-5	1.0254E-2	1.5049E-1
4.2000E-5	1.0010E-2	1.7100E-1
4.3000E-5	1.0010E-2	1.9741E-1
4.4000E-5	9.2773E-3	2.2876E-1
4.5000E-5	9.7656E-3	2.6958E-1
4.6000E-5	9.7656E-3	3.1714E-1
4.7000E-5	9.5215E-3	3.6436E-1
4.8000E-5	9.7656E-3	4.1362E-1
4.9000E-5	1.0010E-2	4.6089E-1
5.0000E-5	1.0010E-2	4.9966E-1
5.1000E-5	1.0254E-2	5.2974E-1
5.2000E-5	9.5215E-3	5.5044E-1
5.3000E-5	9.5215E-3	5.6113E-1
5.4000E-5	9.5215E-3	5.6167E-1
