Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	-1.2612E-1
1.0000E-6	9.5215E-3	-1.2627E-1
2.0000E-6	9.7656E-3	-1.2656E-1
3.0000E-6	9.7656E-3	-1.2510E-1
4.0000E-6	9.7656E-3	-1.2393E-1
5.0000E-6	9.5215E-3	-1.2061E-1
6.0000E-6	9.2773E-3	-1.1357E-1
7.0000E-6	9.7656E-3	-1.0498E-1
8.0000E-6	9.0332E-3	-9.4434E-2
9.0000E-6	1.0010E-2	-7.6563E-2
1.0000E-5	9.0332E-3	-5.1709E-2
1.1000E-5	9.2773E-3	-2.0459E-2
1.2000E-5	9.0332E-3	2.1631E-2
1.3000E-5	1.0010E-2	7.4561E-2
1.4000E-5	9.5215E-3	1.3770E-1
1.5000E-5	9.7656E-3	2.1592E-1
1.6000E-5	9.5215E-3	3.0996E-1
1.7000E-5	9.7656E-3	4.1421E-1
1.8000E-5	9.2773E-3	5.2114E-1
1.9000E-5	1.0010E-2	6.1802E-1
2.0000E-5	9.2773E-3	6.9106E-1
2.1000E-5	9.2773E-3	7.3130E-1
2.2000E-5	9.5215E-3	7.3599E-1
2.3000E-5	1.0010E-2	7.0986E-1
2.4000E-5	9.2773E-3	6.6094E-1
2.5000E-5	9.7656E-3	5.9800E-1
2.6000E-5	9.5215E-3	5.2856E-1
2.7000E-5	1.0010E-2	4.6421E-1
2.8000E-5	9.5215E-3	4.0718E-1
2.9000E-5	9.7656E-3	3.6558E-1
3.0000E-5	9.7656E-3	3.3896E-1
3.1000E-5	9.7656E-3	3.3154E-1
3.2000E-5	9.7656E-3	3.3618E-1
3.3000E-5	9.5215E-3	3.5142E-1
3.4000E-5	9.7656E-3	3.7017E-1
3.5000E-5	9.0332E-3	3.9312E-1
3.6000E-5	9.2773E-3	4.1289E-1
3.7000E-5	9.5215E-3	4.3228E-1
3.8000E-5	9.0332E-3	4.4927E-1
3.9000E-5	8.5449E-3	4.6138E-1
4.0000E-5	9.5215E-3	4.6777E-1
4.1000E-5	9.2773E-3	4.7275E-1
4.2000E-5	9.2773E-3	4.7334E-1
4.3000E-5	9.7656E-3	4.7227E-1
4.4000E-5	9.0332E-3	4.7007E-1
4.5000E-5	1.0010E-2	4.7075E-1
4.6000E-5	9.0332E-3	4.7080E-1
4.7000E-5	9.2773E-3	4.7344E-1
4.8000E-5	1.0010E-2	4.7476E-1
4.9000E-5	1.0010E-2	4.8037E-1
5.0000E-5	9.7656E-3	4.8799E-1
5.1000E-5	9.2773E-3	4.9897E-1
5.2000E-5	9.2773E-3	5.1294E-1
5.3000E-5	9.0332E-3	5.3105E-1
5.4000E-5	1.0254E-2	5.5063E-1
5.5000E-5	9.5215E-3	5.7153E-1
5.6000E-5	9.7656E-3	5.9248E-1
5.7000E-5	9.2773E-3	6.1079E-1
5.8000E-5	9.5215E-3	6.2769E-1
5.9000E-5	9.2773E-3	6.4038E-1
6.0000E-5	9.7656E-3	6.4644E-1
6.1000E-5	9.2773E-3	6.4243E-1
6.2000E-5	9.2773E-3	6.3047E-1
6.3000E-5	9.0332E-3	6.0864E-1
6.4000E-5	9.0332E-3	5.7920E-1
6.5000E-5	9.7656E-3	5.4287E-1
6.6000E-5	9.7656E-3	5.0752E-1
6.7000E-5	1.0010E-2	4.7261E-1
6.8000E-5	9.0332E-3	4.4160E-1
6.9000E-5	1.0010E-2	4.1470E-1
7.0000E-5	9.2773E-3	3.9331E-1
7.1000E-5	9.7656E-3	3.7598E-1
7.2000E-5	9.5215E-3	3.6270E-1
7.3000E-5	9.5215E-3	3.5459E-1
7.4000E-5	9.7656E-3	3.5439E-1
7.5000E-5	9.7656E-3	3.6123E-1
7.6000E-5	9.5215E-3	3.7559E-1
7.7000E-5	9.5215E-3	3.9692E-1
7.8000E-5	1.0010E-2	4.2637E-1
7.9000E-5	1.0010E-2	4.5845E-1
8.0000E-5	9.5215E-3	4.9458E-1
8.1000E-5	9.5215E-3	5.3311E-1
8.2000E-5	9.2773E-3	5.7813E-1
8.3000E-5	9.5215E-3	6.2222E-1
8.4000E-5	9.7656E-3	6.6660E-1
8.5000E-5	9.2773E-3	7.0503E-1
8.6000E-5	9.7656E-3	7.3296E-1
