Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.2773E-3	-2.4297E-1
1.0000E-6	9.0332E-3	-2.4189E-1
2.0000E-6	1.0254E-2	-2.4155E-1
3.0000E-6	9.5215E-3	-2.3970E-1
4.0000E-6	9.5215E-3	-2.3672E-1
5.0000E-6	1.0010E-2	-2.3506E-1
6.0000E-6	9.0332E-3	-2.3486E-1
7.0000E-6	9.7656E-3	-2.3472E-1
8.0000E-6	9.5215E-3	-2.3633E-1
9.0000E-6	1.0010E-2	-2.3848E-1
1.0000E-5	1.0010E-2	-2.3940E-1
1.1000E-5	9.7656E-3	-2.3882E-1
1.2000E-5	9.2773E-3	-2.3691E-1
1.3000E-5	1.0254E-2	-2.3467E-1
1.4000E-5	1.0010E-2	-2.3066E-1
1.5000E-5	9.7656E-3	-2.2534E-1
1.6000E-5	1.0010E-2	-2.1816E-1
1.7000E-5	9.5215E-3	-2.0879E-1
1.8000E-5	9.0332E-3	-1.9360E-1
1.9000E-5	9.5215E-3	-1.7490E-1
2.0000E-5	9.2773E-3	-1.5034E-1
2.1000E-5	9.5215E-3	-1.2085E-1
2.2000E-5	1.0010E-2	-8.2275E-2
2.3000E-5	9.5215E-3	-3.7061E-2
2.4000E-5	9.5215E-3	2.0166E-2
2.5000E-5	1.0010E-2	8.8379E-2
2.6000E-5	9.5215E-3	1.7246E-1
2.7000E-5	1.0010E-2	2.6841E-1
2.8000E-5	9.5215E-3	3.7368E-1
2.9000E-5	9.0332E-3	4.7339E-1
3.0000E-5	9.5215E-3	5.5698E-1
3.1000E-5	8.7891E-3	6.1147E-1
3.2000E-5	9.5215E-3	6.3125E-1
3.3000E-5	9.5215E-3	6.1182E-1
3.4000E-5	9.2773E-3	5.6089E-1
3.5000E-5	9.0332E-3	4.8921E-1
3.6000E-5	9.2773E-3	4.0664E-1
3.7000E-5	9.7656E-3	3.2197E-1
3.8000E-5	9.2773E-3	2.4473E-1
3.9000E-5	9.2773E-3	1.8218E-1
4.0000E-5	9.7656E-3	1.3530E-1
4.1000E-5	9.5215E-3	1.0396E-1
4.2000E-5	9.0332E-3	8.6914E-2
4.3000E-5	9.7656E-3	8.2812E-2
4.4000E-5	9.7656E-3	8.8184E-2
4.5000E-5	9.7656E-3	1.0161E-1
4.6000E-5	9.2773E-3	1.2075E-1
4.7000E-5	9.2773E-3	1.4434E-1
4.8000E-5	9.7656E-3	1.7119E-1
4.9000E-5	9.2773E-3	1.9980E-1
5.0000E-5	9.7656E-3	2.3145E-1
5.1000E-5	1.0010E-2	2.6284E-1
5.2000E-5	9.5215E-3	2.9707E-1
5.3000E-5	9.5215E-3	3.3052E-1
5.4000E-5	9.5215E-3	3.6846E-1
5.5000E-5	1.0010E-2	4.0728E-1
5.6000E-5	9.2773E-3	4.4785E-1
5.7000E-5	9.5215E-3	4.8472E-1
5.8000E-5	9.5215E-3	5.1587E-1
5.9000E-5	9.7656E-3	5.3228E-1
6.0000E-5	8.7891E-3	5.3433E-1
6.1000E-5	9.7656E-3	5.2388E-1
6.2000E-5	9.2773E-3	5.0220E-1
6.3000E-5	9.7656E-3	4.7173E-1
6.4000E-5	8.7891E-3	4.3438E-1
6.5000E-5	9.5215E-3	3.9390E-1
6.6000E-5	1.0010E-2	3.5181E-1
6.7000E-5	9.7656E-3	3.1011E-1
6.8000E-5	9.2773E-3	2.7324E-1
6.9000E-5	9.7656E-3	2.4517E-1
7.0000E-5	9.2773E-3	2.2329E-1
7.1000E-5	1.0010E-2	2.1167E-1
7.2000E-5	8.7891E-3	2.0581E-1
7.3000E-5	9.5215E-3	2.0493E-1
7.4000E-5	9.2773E-3	2.0688E-1
7.5000E-5	8.7891E-3	2.1416E-1
7.6000E-5	1.0254E-2	2.2275E-1
7.7000E-5	9.2773E-3	2.3511E-1
7.8000E-5	9.2773E-3	2.5220E-1
7.9000E-5	9.0332E-3	2.7437E-1
8.0000E-5	9.2773E-3	2.9907E-1
8.1000E-5	1.0254E-2	3.2534E-1
8.2000E-5	9.5215E-3	3.5283E-1
8.3000E-5	9.5215E-3	3.7974E-1
8.4000E-5	1.0254E-2	4.0552E-1
8.5000E-5	9.5215E-3	4.2754E-1
8.6000E-5	9.5215E-3	4.4644E-1
8.7000E-5	1.0010E-2	4.6182E-1
8.8000E-5	9.0332E-3	4.7031E-1
8.9000E-5	1.0742E-2	4.7139E-1
9.0000E-5	9.5215E-3	4.6909E-1
9.1000E-5	9.5215E-3	4.6284E-1
9.2000E-5	9.2773E-3	4.5205E-1
9.3000E-5	9.5215E-3	4.4087E-1
9.4000E-5	9.5215E-3	4.2720E-1
9.5000E-5	9.2773E-3	4.1064E-1
9.6000E-5	9.0332E-3	3.9341E-1
9.7000E-5	9.2773E-3	3.7705E-1
9.8000E-5	9.2773E-3	3.6191E-1
9.9000E-5	1.0010E-2	3.5015E-1
1.0000E-4	1.0010E-2	3.4336E-1
1.0100E-4	9.5215E-3	3.3687E-1
1.0200E-4	9.5215E-3	3.3325E-1
1.0300E-4	9.7656E-3	3.3218E-1
1.0400E-4	9.5215E-3	3.3418E-1
1.0500E-4	1.0010E-2	3.3501E-1
1.0600E-4	1.0010E-2	3.3599E-1
1.0700E-4	1.0010E-2	3.3740E-1
1.0800E-4	8.7891E-3	3.3799E-1
1.0900E-4	1.0010E-2	3.3887E-1
1.1000E-4	9.2773E-3	3.4106E-1
1.1100E-4	9.2773E-3	3.4795E-1
1.1200E-4	9.2773E-3	3.5474E-1
1.1300E-4	9.5215E-3	3.5942E-1
1.1400E-4	9.2773E-3	3.6289E-1
1.1500E-4	1.0010E-2	3.6787E-1
1.1600E-4	9.5215E-3	3.7100E-1
1.1700E-4	9.2773E-3	3.7368E-1
1.1800E-4	9.2773E-3	3.7808E-1
1.1900E-4	9.7656E-3	3.8403E-1
1.2000E-4	9.2773E-3	3.9053E-1
1.2100E-4	9.7656E-3	3.9873E-1
1.2200E-4	1.0010E-2	4.0986E-1
1.2300E-4	9.2773E-3	4.2480E-1
1.2400E-4	9.5215E-3	4.4062E-1
1.2500E-4	9.5215E-3	4.5420E-1
1.2600E-4	9.5215E-3	4.6304E-1
1.2700E-4	9.5215E-3	4.6670E-1
1.2800E-4	9.5215E-3	4.6499E-1
1.2900E-4	9.5215E-3	4.5840E-1
1.3000E-4	9.7656E-3	4.4819E-1
1.3100E-4	9.7656E-3	4.3735E-1
1.3200E-4	9.5215E-3	4.2656E-1
1.3300E-4	9.5215E-3	4.1318E-1
1.3400E-4	9.5215E-3	3.9863E-1
1.3500E-4	9.7656E-3	3.8442E-1
1.3600E-4	9.0332E-3	3.6924E-1
1.3700E-4	9.7656E-3	3.5181E-1
1.3800E-4	1.0010E-2	3.3477E-1
1.3900E-4	9.2773E-3	3.1680E-1
1.4000E-4	9.2773E-3	2.9912E-1
1.4100E-4	9.7656E-3	2.8223E-1
1.4200E-4	9.2773E-3	2.7271E-1
1.4300E-4	9.2773E-3	2.6895E-1
1.4400E-4	9.2773E-3	2.7056E-1
1.4500E-4	9.7656E-3	2.7822E-1
1.4600E-4	9.5215E-3	2.9111E-1
1.4700E-4	9.7656E-3	3.0684E-1
1.4800E-4	9.5215E-3	3.2632E-1
1.4900E-4	9.5215E-3	3.5137E-1
1.5000E-4	9.0332E-3	3.7983E-1
1.5100E-4	8.5449E-3	4.1323E-1
1.5200E-4	9.2773E-3	4.4385E-1
1.5300E-4	9.7656E-3	4.7158E-1
1.5400E-4	9.2773E-3	4.8979E-1
1.5500E-4	9.5215E-3	4.9951E-1
1.5600E-4	9.5215E-3	4.9790E-1
1.5700E-4	9.5215E-3	4.9121E-1
1.5800E-4	9.0332E-3	4.7690E-1
1.5900E-4	9.7656E-3	4.6084E-1
1.6000E-4	9.2773E-3	4.4170E-1
1.6100E-4	1.0254E-2	4.2192E-1
1.6200E-4	9.2773E-3	3.9639E-1
1.6300E-4	9.5215E-3	3.6816E-1
1.6400E-4	9.5215E-3	3.3711E-1
1.6500E-4	9.0332E-3	3.0371E-1
1.6600E-4	9.7656E-3	2.6958E-1
1.6700E-4	8.7891E-3	2.3994E-1
1.6800E-4	9.0332E-3	2.1738E-1
1.6900E-4	9.2773E-3	1.9951E-1
1.7000E-4	1.0010E-2	1.8989E-1
1.7100E-4	9.5215E-3	1.8867E-1
1.7200E-4	9.7656E-3	1.9336E-1
1.7300E-4	9.7656E-3	2.0283E-1
1.7400E-4	9.2773E-3	2.2065E-1
1.7500E-4	9.7656E-3	2.4336E-1
1.7600E-4	9.7656E-3	2.7085E-1
1.7700E-4	9.0332E-3	3.0522E-1
1.7800E-4	9.2773E-3	3.4380E-1
1.7900E-4	9.2773E-3	3.8584E-1
1.8000E-4	9.2773E-3	4.3062E-1
1.8100E-4	9.7656E-3	4.6885E-1
1.8200E-4	9.5215E-3	4.9370E-1
1.8300E-4	9.5215E-3	5.0796E-1
1.8400E-4	9.5215E-3	5.0918E-1
1.8500E-4	9.5215E-3	4.9888E-1
1.8600E-4	9.2773E-3	4.8232E-1
1.8700E-4	9.2773E-3	4.6118E-1
1.8800E-4	9.2773E-3	4.3208E-1
1.8900E-4	9.5215E-3	3.9595E-1
1.9000E-4	9.7656E-3	3.5361E-1
1.9100E-4	9.2773E-3	3.0610E-1
1.9200E-4	9.5215E-3	2.5840E-1
1.9300E-4	9.7656E-3	2.1655E-1
1.9400E-4	9.7656E-3	1.8418E-1
1.9500E-4	9.0332E-3	1.5908E-1
1.9600E-4	9.2773E-3	1.4268E-1
1.9700E-4	9.7656E-3	1.3706E-1
1.9800E-4	9.7656E-3	1.3823E-1
1.9900E-4	9.5215E-3	1.4277E-1
2.0000E-4	9.5215E-3	1.5405E-1
2.0100E-4	9.5215E-3	1.7427E-1
2.0200E-4	9.2773E-3	1.9795E-1
2.0300E-4	9.7656E-3	2.2666E-1
2.0400E-4	9.2773E-3	2.6050E-1
2.0500E-4	1.0254E-2	2.9673E-1
2.0600E-4	9.7656E-3	3.3486E-1
2.0700E-4	9.5215E-3	3.7798E-1
2.0800E-4	9.5215E-3	4.2231E-1
2.0900E-4	9.5215E-3	4.6416E-1
2.1000E-4	9.0332E-3	4.9858E-1
2.1100E-4	9.7656E-3	5.2090E-1
2.1200E-4	9.7656E-3	5.2876E-1
2.1300E-4	1.0010E-2	5.2178E-1
2.1400E-4	1.0010E-2	5.0098E-1
2.1500E-4	9.2773E-3	4.6787E-1
2.1600E-4	9.2773E-3	4.2612E-1
2.1700E-4	1.0010E-2	3.7378E-1
2.1800E-4	9.5215E-3	3.1558E-1
2.1900E-4	9.2773E-3	2.5850E-1
2.2000E-4	9.0332E-3	2.0747E-1
2.2100E-4	9.0332E-3	1.6255E-1
2.2200E-4	9.5215E-3	1.2891E-1
2.2300E-4	9.5215E-3	1.0488E-1
2.2400E-4	9.5215E-3	9.0039E-2
2.2500E-4	9.7656E-3	8.3838E-2
2.2600E-4	9.0332E-3	8.6621E-2
2.2700E-4	9.5215E-3	9.6289E-2
2.2800E-4	9.5215E-3	1.1382E-1
2.2900E-4	9.2773E-3	1.3774E-1
2.3000E-4	9.0332E-3	1.6558E-1
2.3100E-4	9.5215E-3	1.9849E-1
2.3200E-4	9.2773E-3	2.3398E-1
2.3300E-4	9.5215E-3	2.7383E-1
2.3400E-4	1.0010E-2	3.1685E-1
2.3500E-4	9.5215E-3	3.6626E-1
2.3600E-4	9.5215E-3	4.1865E-1
2.3700E-4	1.0010E-2	4.7383E-1
2.3800E-4	9.0332E-3	5.1963E-1
2.3900E-4	9.5215E-3	5.5459E-1
2.4000E-4	9.0332E-3	5.7202E-1
2.4100E-4	9.0332E-3	5.7026E-1
2.4200E-4	1.0010E-2	5.4575E-1
2.4300E-4	9.5215E-3	5.0732E-1
2.4400E-4	9.2773E-3	4.5234E-1
2.4500E-4	9.5215E-3	3.8555E-1
2.4600E-4	9.0332E-3	3.1357E-1
2.4700E-4	9.2773E-3	2.4668E-1
2.4800E-4	1.0010E-2	1.8467E-1
2.4900E-4	9.0332E-3	1.3535E-1
2.5000E-4	9.5215E-3	1.0220E-1
2.5100E-4	9.0332E-3	8.3008E-2
2.5200E-4	9.5215E-3	7.4268E-2
2.5300E-4	9.5215E-3	7.6270E-2
2.5400E-4	9.7656E-3	8.5254E-2
2.5500E-4	9.5215E-3	9.7461E-2
2.5600E-4	9.5215E-3	1.1592E-1
2.5700E-4	9.2773E-3	1.3843E-1
2.5800E-4	9.7656E-3	1.6353E-1
2.5900E-4	1.0254E-2	1.9468E-1
2.6000E-4	1.0254E-2	2.3145E-1
2.6100E-4	9.5215E-3	2.6914E-1
2.6200E-4	1.0010E-2	3.1313E-1
2.6300E-4	9.5215E-3	3.6528E-1
2.6400E-4	9.2773E-3	4.1885E-1
2.6500E-4	9.2773E-3	4.6895E-1
2.6600E-4	9.2773E-3	5.1357E-1
2.6700E-4	9.7656E-3	5.4434E-1
2.6800E-4	9.0332E-3	5.5645E-1
2.6900E-4	9.7656E-3	5.4692E-1
2.7000E-4	9.2773E-3	5.1846E-1
2.7100E-4	9.2773E-3	4.7163E-1
2.7200E-4	9.7656E-3	4.1118E-1
2.7300E-4	9.2773E-3	3.4263E-1
2.7400E-4	9.5215E-3	2.7607E-1
2.7500E-4	9.2773E-3	2.1733E-1
2.7600E-4	9.7656E-3	1.7017E-1
2.7700E-4	9.2773E-3	1.3647E-1
2.7800E-4	9.0332E-3	1.1582E-1
2.7900E-4	1.0010E-2	1.0474E-1
2.8000E-4	9.7656E-3	9.8828E-2
2.8100E-4	9.5215E-3	9.9805E-2
2.8200E-4	9.5215E-3	1.0439E-1
2.8300E-4	9.5215E-3	1.1475E-1
2.8400E-4	9.2773E-3	1.2661E-1
2.8500E-4	9.5215E-3	1.4590E-1
2.8600E-4	9.7656E-3	1.6855E-1
2.8700E-4	9.5215E-3	1.9722E-1
2.8800E-4	9.2773E-3	2.2915E-1
2.8900E-4	9.2773E-3	2.7217E-1
2.9000E-4	9.0332E-3	3.2202E-1
2.9100E-4	1.0010E-2	3.7759E-1
2.9200E-4	9.0332E-3	4.4009E-1
2.9300E-4	9.0332E-3	5.0444E-1
2.9400E-4	9.5215E-3	5.5771E-1
2.9500E-4	9.2773E-3	5.9150E-1
2.9600E-4	9.5215E-3	6.0757E-1
2.9700E-4	9.5215E-3	5.9961E-1
2.9800E-4	9.5215E-3	5.6880E-1
2.9900E-4	9.2773E-3	5.2339E-1
3.0000E-4	9.0332E-3	4.7026E-1
3.0100E-4	9.0332E-3	4.0854E-1
3.0200E-4	9.5215E-3	3.4346E-1
3.0300E-4	9.0332E-3	2.8115E-1
3.0400E-4	9.5215E-3	2.2334E-1
3.0500E-4	1.0010E-2	1.7734E-1
3.0600E-4	1.0254E-2	1.4331E-1
3.0700E-4	9.0332E-3	1.2187E-1
3.0800E-4	9.5215E-3	1.1348E-1
3.0900E-4	1.0010E-2	1.1777E-1
3.1000E-4	9.7656E-3	1.2852E-1
3.1100E-4	9.5215E-3	1.4775E-1
3.1200E-4	1.0010E-2	1.7222E-1
3.1300E-4	9.2773E-3	1.9761E-1
3.1400E-4	9.7656E-3	2.2422E-1
3.1500E-4	9.5215E-3	2.5464E-1
3.1600E-4	9.5215E-3	2.8755E-1
3.1700E-4	9.2773E-3	3.2554E-1
3.1800E-4	9.7656E-3	3.7017E-1
3.1900E-4	9.2773E-3	4.2256E-1
3.2000E-4	9.5215E-3	4.7739E-1
3.2100E-4	9.2773E-3	5.2900E-1
3.2200E-4	8.7891E-3	5.6846E-1
3.2300E-4	9.2773E-3	5.9058E-1
3.2400E-4	9.5215E-3	5.9277E-1
3.2500E-4	9.7656E-3	5.7373E-1
3.2600E-4	9.5215E-3	5.3989E-1
3.2700E-4	1.0010E-2	4.9790E-1
3.2800E-4	9.5215E-3	4.5024E-1
3.2900E-4	9.5215E-3	3.9941E-1
3.3000E-4	9.2773E-3	3.4790E-1
3.3100E-4	9.7656E-3	2.9971E-1
3.3200E-4	9.2773E-3	2.5576E-1
3.3300E-4	9.5215E-3	2.2046E-1
3.3400E-4	9.5215E-3	1.9443E-1
3.3500E-4	9.5215E-3	1.8071E-1
3.3600E-4	1.0254E-2	1.7383E-1
3.3700E-4	8.7891E-3	1.7505E-1
3.3800E-4	9.5215E-3	1.8145E-1
3.3900E-4	9.5215E-3	1.9375E-1
3.4000E-4	9.2773E-3	2.1060E-1
3.4100E-4	9.7656E-3	2.3081E-1
3.4200E-4	9.2773E-3	2.5557E-1
3.4300E-4	9.7656E-3	2.8525E-1
3.4400E-4	9.5215E-3	3.1738E-1
3.4500E-4	9.7656E-3	3.5356E-1
3.4600E-4	9.2773E-3	3.9351E-1
3.4700E-4	9.5215E-3	4.3501E-1
3.4800E-4	9.7656E-3	4.7578E-1
3.4900E-4	9.5215E-3	5.1372E-1
3.5000E-4	9.0332E-3	5.4492E-1
3.5100E-4	9.2773E-3	5.6689E-1
3.5200E-4	9.0332E-3	5.7749E-1
3.5300E-4	9.5215E-3	5.7759E-1
3.5400E-4	9.0332E-3	5.6616E-1
3.5500E-4	9.2773E-3	5.4517E-1
3.5600E-4	1.0254E-2	5.1704E-1
3.5700E-4	9.5215E-3	4.8423E-1
3.5800E-4	9.5215E-3	4.5005E-1
3.5900E-4	9.2773E-3	4.1636E-1
3.6000E-4	9.5215E-3	3.8423E-1
3.6100E-4	9.5215E-3	3.5630E-1
3.6200E-4	9.5215E-3	3.3228E-1
3.6300E-4	9.5215E-3	3.1260E-1
3.6400E-4	9.7656E-3	2.9722E-1
3.6500E-4	1.0010E-2	2.8818E-1
3.6600E-4	9.5215E-3	2.8662E-1
3.6700E-4	9.5215E-3	2.9175E-1
3.6800E-4	9.7656E-3	2.9946E-1
3.6900E-4	9.0332E-3	3.1118E-1
3.7000E-4	9.0332E-3	3.2461E-1
3.7100E-4	9.0332E-3	3.3989E-1
3.7200E-4	9.5215E-3	3.5664E-1
3.7300E-4	9.7656E-3	3.7729E-1
3.7400E-4	8.5449E-3	3.9883E-1
3.7500E-4	1.0254E-2	4.2178E-1
3.7600E-4	9.2773E-3	4.4365E-1
3.7700E-4	9.2773E-3	4.6519E-1
3.7800E-4	1.0254E-2	4.8281E-1
3.7900E-4	1.0010E-2	4.9502E-1
3.8000E-4	9.7656E-3	5.0195E-1
3.8100E-4	1.0010E-2	5.0171E-1
3.8200E-4	9.2773E-3	4.9443E-1
3.8300E-4	9.2773E-3	4.8198E-1
3.8400E-4	9.2773E-3	4.7007E-1
3.8500E-4	9.7656E-3	4.5640E-1
3.8600E-4	9.2773E-3	4.4414E-1
3.8700E-4	9.0332E-3	4.3218E-1
3.8800E-4	9.0332E-3	4.2441E-1
3.8900E-4	9.2773E-3	4.1733E-1
3.9000E-4	9.5215E-3	4.1167E-1
3.9100E-4	1.0010E-2	4.0684E-1
3.9200E-4	9.2773E-3	4.0107E-1
3.9300E-4	1.0010E-2	3.9375E-1
3.9400E-4	9.5215E-3	3.8613E-1
3.9500E-4	9.5215E-3	3.8022E-1
3.9600E-4	9.0332E-3	3.7383E-1
3.9700E-4	9.7656E-3	3.6948E-1
3.9800E-4	9.5215E-3	3.6772E-1
3.9900E-4	9.2773E-3	3.6792E-1
4.0000E-4	9.5215E-3	3.6514E-1
4.0100E-4	8.7891E-3	3.6504E-1
4.0200E-4	9.2773E-3	3.6719E-1
4.0300E-4	9.7656E-3	3.6714E-1
4.0400E-4	9.0332E-3	3.6445E-1
4.0500E-4	9.0332E-3	3.6348E-1
4.0600E-4	9.5215E-3	3.6084E-1
4.0700E-4	1.0254E-2	3.5854E-1
4.0800E-4	9.5215E-3	3.5762E-1
4.0900E-4	9.2773E-3	3.6147E-1
4.1000E-4	9.0332E-3	3.6929E-1
4.1100E-4	1.0254E-2	3.8110E-1
4.1200E-4	9.7656E-3	3.9634E-1
4.1300E-4	9.2773E-3	4.1523E-1
4.1400E-4	9.5215E-3	4.3462E-1
4.1500E-4	9.2773E-3	4.5488E-1
4.1600E-4	1.0010E-2	4.7295E-1
4.1700E-4	9.7656E-3	4.8970E-1
4.1800E-4	9.5215E-3	5.0239E-1
4.1900E-4	1.0010E-2	5.1128E-1
4.2000E-4	9.7656E-3	5.1377E-1
4.2100E-4	1.0010E-2	5.0957E-1
4.2200E-4	9.5215E-3	4.9746E-1
4.2300E-4	1.0254E-2	4.7983E-1
4.2400E-4	1.0010E-2	4.5840E-1
4.2500E-4	9.7656E-3	4.3394E-1
4.2600E-4	9.5215E-3	4.1006E-1
4.2700E-4	9.5215E-3	3.8467E-1
4.2800E-4	9.5215E-3	3.5830E-1
4.2900E-4	9.5215E-3	3.2915E-1
4.3000E-4	9.2773E-3	3.0127E-1
4.3100E-4	9.7656E-3	2.7568E-1
4.3200E-4	9.5215E-3	2.5356E-1
4.3300E-4	9.2773E-3	2.3813E-1
4.3400E-4	1.0010E-2	2.3130E-1
4.3500E-4	9.7656E-3	2.3047E-1
4.3600E-4	9.0332E-3	2.3394E-1
4.3700E-4	9.5215E-3	2.4243E-1
4.3800E-4	9.5215E-3	2.5708E-1
