Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.2773E-3	-1.9536E-1
1.0000E-6	9.7656E-3	-1.8633E-1
2.0000E-6	9.2773E-3	-1.7373E-1
3.0000E-6	9.7656E-3	-1.5615E-1
4.0000E-6	9.2773E-3	-1.3491E-1
5.0000E-6	9.5215E-3	-1.1260E-1
6.0000E-6	1.0254E-2	-8.5889E-2
7.0000E-6	8.7891E-3	-5.1514E-2
8.0000E-6	9.7656E-3	-8.5449E-3
9.0000E-6	1.0254E-2	4.7021E-2
1.0000E-5	9.7656E-3	1.1587E-1
1.1000E-5	8.7891E-3	1.9653E-1
1.2000E-5	9.2773E-3	2.8208E-1
1.3000E-5	1.0010E-2	3.6494E-1
1.4000E-5	9.5215E-3	4.3491E-1
1.5000E-5	1.0010E-2	4.8511E-1
1.6000E-5	9.5215E-3	5.1099E-1
1.7000E-5	9.2773E-3	5.1436E-1
1.8000E-5	9.7656E-3	4.9717E-1
1.9000E-5	9.2773E-3	4.6382E-1
2.0000E-5	9.7656E-3	4.2031E-1
2.1000E-5	1.0010E-2	3.7124E-1
2.2000E-5	9.0332E-3	3.1592E-1
2.3000E-5	1.0010E-2	2.6294E-1
2.4000E-5	9.2773E-3	2.1763E-1
2.5000E-5	9.7656E-3	1.8125E-1
2.6000E-5	1.0010E-2	1.5322E-1
2.7000E-5	9.7656E-3	1.3530E-1
2.8000E-5	9.2773E-3	1.2642E-1
2.9000E-5	9.7656E-3	1.2368E-1
3.0000E-5	9.7656E-3	1.2681E-1
3.1000E-5	9.2773E-3	1.3423E-1
3.2000E-5	9.2773E-3	1.4844E-1
3.3000E-5	9.5215E-3	1.6514E-1
3.4000E-5	1.0010E-2	1.8696E-1
3.5000E-5	9.5215E-3	2.1147E-1
3.6000E-5	9.7656E-3	2.4175E-1
3.7000E-5	9.5215E-3	2.7666E-1
3.8000E-5	9.5215E-3	3.1440E-1
3.9000E-5	9.5215E-3	3.5356E-1
4.0000E-5	9.0332E-3	3.9170E-1
4.1000E-5	9.5215E-3	4.2261E-1
4.2000E-5	9.5215E-3	4.4551E-1
4.3000E-5	9.2773E-3	4.5840E-1
4.4000E-5	9.2773E-3	4.6108E-1
4.5000E-5	1.0254E-2	4.5552E-1
4.6000E-5	9.5215E-3	4.4536E-1
4.7000E-5	9.2773E-3	4.2876E-1
4.8000E-5	9.2773E-3	4.0903E-1
4.9000E-5	1.0010E-2	3.8564E-1
5.0000E-5	1.0010E-2	3.5796E-1
5.1000E-5	1.0010E-2	3.2896E-1
5.2000E-5	9.7656E-3	2.9922E-1
5.3000E-5	9.2773E-3	2.7412E-1
5.4000E-5	9.0332E-3	2.5210E-1
5.5000E-5	9.2773E-3	2.3594E-1
5.6000E-5	9.7656E-3	2.2324E-1
5.7000E-5	9.5215E-3	2.1670E-1
5.8000E-5	9.5215E-3	2.1299E-1
5.9000E-5	9.7656E-3	2.1431E-1
6.0000E-5	9.0332E-3	2.1929E-1
6.1000E-5	1.0254E-2	2.2886E-1
6.2000E-5	9.5215E-3	2.4341E-1
6.3000E-5	9.0332E-3	2.5806E-1
6.4000E-5	9.5215E-3	2.7378E-1
6.5000E-5	1.0010E-2	2.9053E-1
6.6000E-5	9.7656E-3	3.0737E-1
6.7000E-5	9.2773E-3	3.2363E-1
6.8000E-5	1.0010E-2	3.4087E-1
6.9000E-5	9.7656E-3	3.5840E-1
7.0000E-5	9.2773E-3	3.7520E-1
7.1000E-5	9.2773E-3	3.9063E-1
7.2000E-5	9.2773E-3	4.0493E-1
7.3000E-5	9.7656E-3	4.1597E-1
7.4000E-5	9.2773E-3	4.2036E-1
7.5000E-5	9.5215E-3	4.1890E-1
7.6000E-5	9.5215E-3	4.1035E-1
7.7000E-5	9.5215E-3	3.9458E-1
7.8000E-5	1.0010E-2	3.7627E-1
7.9000E-5	8.7891E-3	3.5747E-1
8.0000E-5	9.2773E-3	3.3921E-1
8.1000E-5	1.0010E-2	3.2383E-1
8.2000E-5	9.7656E-3	3.1143E-1
8.3000E-5	9.2773E-3	3.0137E-1
8.4000E-5	9.0332E-3	2.9395E-1
8.5000E-5	1.0010E-2	2.8955E-1
8.6000E-5	9.5215E-3	2.8809E-1
8.7000E-5	1.0010E-2	2.8931E-1
8.8000E-5	9.5215E-3	2.9277E-1
8.9000E-5	1.0010E-2	2.9868E-1
9.0000E-5	9.5215E-3	3.0288E-1
9.1000E-5	9.2773E-3	3.0913E-1
9.2000E-5	9.5215E-3	3.1543E-1
9.3000E-5	1.0010E-2	3.2217E-1
9.4000E-5	9.5215E-3	3.2773E-1
9.5000E-5	1.0010E-2	3.3545E-1
9.6000E-5	1.0254E-2	3.3950E-1
9.7000E-5	9.5215E-3	3.4238E-1
9.8000E-5	1.0254E-2	3.4424E-1
9.9000E-5	9.0332E-3	3.4722E-1
1.0000E-4	9.2773E-3	3.4819E-1
1.0100E-4	9.2773E-3	3.5015E-1
1.0200E-4	9.2773E-3	3.5244E-1
1.0300E-4	9.0332E-3	3.5679E-1
1.0400E-4	1.0010E-2	3.6011E-1
1.0500E-4	9.5215E-3	3.6470E-1
1.0600E-4	9.2773E-3	3.6953E-1
1.0700E-4	9.5215E-3	3.7222E-1
1.0800E-4	1.0254E-2	3.7017E-1
1.0900E-4	9.7656E-3	3.6836E-1
1.1000E-4	9.2773E-3	3.6670E-1
1.1100E-4	9.5215E-3	3.6514E-1
1.1200E-4	9.2773E-3	3.6348E-1
1.1300E-4	9.5215E-3	3.6431E-1
1.1400E-4	9.7656E-3	3.6265E-1
1.1500E-4	1.0010E-2	3.5996E-1
1.1600E-4	1.0010E-2	3.5410E-1
1.1700E-4	9.7656E-3	3.4707E-1
1.1800E-4	9.5215E-3	3.3608E-1
1.1900E-4	9.2773E-3	3.2231E-1
1.2000E-4	9.5215E-3	3.0596E-1
1.2100E-4	9.2773E-3	2.8867E-1
1.2200E-4	9.5215E-3	2.7285E-1
1.2300E-4	9.5215E-3	2.6069E-1
1.2400E-4	8.7891E-3	2.5200E-1
1.2500E-4	9.5215E-3	2.4736E-1
1.2600E-4	9.5215E-3	2.4595E-1
1.2700E-4	9.2773E-3	2.4561E-1
1.2800E-4	9.7656E-3	2.4556E-1
1.2900E-4	9.5215E-3	2.4932E-1
1.3000E-4	9.5215E-3	2.5400E-1
1.3100E-4	9.7656E-3	2.6172E-1
1.3200E-4	9.7656E-3	2.7285E-1
1.3300E-4	9.2773E-3	2.8774E-1
1.3400E-4	9.5215E-3	3.0410E-1
1.3500E-4	9.2773E-3	3.2559E-1
1.3600E-4	9.7656E-3	3.4907E-1
1.3700E-4	1.0254E-2	3.7334E-1
1.3800E-4	9.0332E-3	3.9312E-1
1.3900E-4	9.7656E-3	4.0908E-1
1.4000E-4	1.0010E-2	4.1738E-1
1.4100E-4	9.2773E-3	4.1963E-1
1.4200E-4	1.0254E-2	4.1675E-1
1.4300E-4	9.2773E-3	4.1133E-1
1.4400E-4	9.7656E-3	4.0020E-1
1.4500E-4	9.5215E-3	3.8350E-1
1.4600E-4	8.7891E-3	3.6060E-1
1.4700E-4	1.0254E-2	3.3193E-1
1.4800E-4	9.5215E-3	3.0093E-1
1.4900E-4	9.2773E-3	2.7075E-1
1.5000E-4	9.5215E-3	2.4141E-1
1.5100E-4	9.5215E-3	2.1753E-1
1.5200E-4	9.2773E-3	1.9956E-1
1.5300E-4	1.0010E-2	1.8667E-1
1.5400E-4	9.5215E-3	1.7954E-1
1.5500E-4	9.5215E-3	1.7979E-1
1.5600E-4	9.0332E-3	1.8345E-1
1.5700E-4	1.0010E-2	1.8887E-1
1.5800E-4	9.0332E-3	1.9741E-1
1.5900E-4	9.2773E-3	2.0815E-1
1.6000E-4	1.0010E-2	2.2070E-1
1.6100E-4	9.5215E-3	2.3794E-1
1.6200E-4	9.7656E-3	2.5986E-1
1.6300E-4	9.5215E-3	2.8608E-1
1.6400E-4	9.7656E-3	3.1372E-1
1.6500E-4	9.5215E-3	3.3789E-1
1.6600E-4	9.7656E-3	3.5552E-1
1.6700E-4	8.7891E-3	3.6582E-1
1.6800E-4	9.0332E-3	3.6968E-1
1.6900E-4	9.5215E-3	3.6973E-1
1.7000E-4	9.7656E-3	3.7026E-1
