Time [s]	Aux in [V]	Main in [V]
0.0000E+0	1.0010E-2	5.9922E-1
1.0000E-6	9.5215E-3	5.9722E-1
2.0000E-6	9.2773E-3	5.9512E-1
3.0000E-6	9.0332E-3	5.9233E-1
4.0000E-6	9.7656E-3	5.9111E-1
5.0000E-6	9.5215E-3	5.9028E-1
6.0000E-6	1.0010E-2	5.9141E-1
7.0000E-6	9.7656E-3	5.9390E-1
8.0000E-6	1.0010E-2	5.9712E-1
9.0000E-6	9.7656E-3	5.9922E-1
1.0000E-5	9.5215E-3	6.0151E-1
1.1000E-5	9.0332E-3	6.0132E-1
1.2000E-5	1.0010E-2	6.0034E-1
1.3000E-5	9.7656E-3	5.9980E-1
1.4000E-5	9.2773E-3	5.9956E-1
1.5000E-5	1.0254E-2	6.0020E-1
1.6000E-5	9.5215E-3	6.0249E-1
1.7000E-5	1.0254E-2	6.0361E-1
1.8000E-5	9.5215E-3	6.0420E-1
1.9000E-5	9.5215E-3	6.0444E-1
2.0000E-5	9.5215E-3	6.0381E-1
2.1000E-5	9.7656E-3	6.0376E-1
2.2000E-5	1.0010E-2	6.0298E-1
2.3000E-5	9.5215E-3	6.0181E-1
2.4000E-5	9.7656E-3	6.0166E-1
2.5000E-5	1.0010E-2	6.0229E-1
2.6000E-5	9.0332E-3	6.0215E-1
2.7000E-5	9.5215E-3	6.0190E-1
2.8000E-5	1.0010E-2	6.0054E-1
2.9000E-5	9.2773E-3	5.9956E-1
3.0000E-5	1.0010E-2	5.9707E-1
3.1000E-5	9.0332E-3	5.9370E-1
3.2000E-5	1.0010E-2	5.9150E-1
3.3000E-5	9.7656E-3	5.9258E-1
3.4000E-5	9.0332E-3	5.9365E-1
3.5000E-5	9.5215E-3	5.9678E-1
3.6000E-5	9.7656E-3	5.9956E-1
3.7000E-5	9.5215E-3	6.0200E-1
3.8000E-5	9.5215E-3	6.0195E-1
3.9000E-5	9.5215E-3	5.9971E-1
4.0000E-5	1.0010E-2	5.9619E-1
4.1000E-5	1.0010E-2	5.9238E-1
4.2000E-5	9.5215E-3	5.8882E-1
4.3000E-5	9.0332E-3	5.8535E-1
4.4000E-5	9.2773E-3	5.8193E-1
4.5000E-5	1.0010E-2	5.7891E-1
4.6000E-5	1.0010E-2	5.7651E-1
4.7000E-5	9.5215E-3	5.7642E-1
4.8000E-5	9.5215E-3	5.7686E-1
4.9000E-5	9.2773E-3	5.7866E-1
5.0000E-5	9.5215E-3	5.7993E-1
5.1000E-5	9.5215E-3	5.8184E-1
5.2000E-5	9.2773E-3	5.8208E-1
5.3000E-5	9.7656E-3	5.8301E-1
