Time [s]	Aux in [V]	Main in [V]
0.0000E+0	1.0254E-2	6.1221E-1
1.0000E-6	9.2773E-3	6.1055E-1
2.0000E-6	1.0010E-2	6.0762E-1
3.0000E-6	9.7656E-3	6.0435E-1
4.0000E-6	1.0010E-2	6.0239E-1
5.0000E-6	9.7656E-3	6.0063E-1
6.0000E-6	9.5215E-3	5.9893E-1
7.0000E-6	9.5215E-3	5.9814E-1
8.0000E-6	9.7656E-3	5.9561E-1
9.0000E-6	9.5215E-3	5.9268E-1
1.0000E-5	9.2773E-3	5.9082E-1
1.1000E-5	9.5215E-3	5.8965E-1
1.2000E-5	9.2773E-3	5.8994E-1
1.3000E-5	9.5215E-3	5.9385E-1
1.4000E-5	1.0010E-2	5.9888E-1
1.5000E-5	9.7656E-3	6.0317E-1
1.6000E-5	9.5215E-3	6.0591E-1
1.7000E-5	9.7656E-3	6.0815E-1
1.8000E-5	9.2773E-3	6.0615E-1
1.9000E-5	9.7656E-3	6.0127E-1
2.0000E-5	9.7656E-3	5.9600E-1
2.1000E-5	9.0332E-3	5.9238E-1
2.2000E-5	9.5215E-3	5.8779E-1
2.3000E-5	9.5215E-3	5.8506E-1
2.4000E-5	9.5215E-3	5.8379E-1
2.5000E-5	1.0010E-2	5.8340E-1
2.6000E-5	9.7656E-3	5.8242E-1
2.7000E-5	9.0332E-3	5.8291E-1
2.8000E-5	9.2773E-3	5.8628E-1
2.9000E-5	9.7656E-3	5.8896E-1
3.0000E-5	8.7891E-3	5.9087E-1
3.1000E-5	9.2773E-3	5.9116E-1
3.2000E-5	9.7656E-3	5.9072E-1
3.3000E-5	1.0254E-2	5.8872E-1
3.4000E-5	9.0332E-3	5.8848E-1
3.5000E-5	1.0010E-2	5.8809E-1
3.6000E-5	9.5215E-3	5.8833E-1
3.7000E-5	9.5215E-3	5.8794E-1
3.8000E-5	1.0010E-2	5.8857E-1
3.9000E-5	1.0010E-2	5.8799E-1
4.0000E-5	1.0010E-2	5.8740E-1
4.1000E-5	9.5215E-3	5.8770E-1
4.2000E-5	9.7656E-3	5.8823E-1
4.3000E-5	9.5215E-3	5.8604E-1
4.4000E-5	9.5215E-3	5.8350E-1
4.5000E-5	9.2773E-3	5.8105E-1
4.6000E-5	1.0010E-2	5.8071E-1
4.7000E-5	9.2773E-3	5.8052E-1
4.8000E-5	9.5215E-3	5.8311E-1
4.9000E-5	9.5215E-3	5.8579E-1
5.0000E-5	9.7656E-3	5.8887E-1
5.1000E-5	9.7656E-3	5.9009E-1
5.2000E-5	9.2773E-3	5.9170E-1
5.3000E-5	9.2773E-3	5.9058E-1
5.4000E-5	9.7656E-3	5.9023E-1
5.5000E-5	9.5215E-3	5.8940E-1
5.6000E-5	9.2773E-3	5.8809E-1
5.7000E-5	9.5215E-3	5.8667E-1
5.8000E-5	9.5215E-3	5.8638E-1
5.9000E-5	9.5215E-3	5.8628E-1
6.0000E-5	9.2773E-3	5.8833E-1
6.1000E-5	9.5215E-3	5.9170E-1
6.2000E-5	9.5215E-3	5.9502E-1
6.3000E-5	9.5215E-3	5.9707E-1
6.4000E-5	9.2773E-3	5.9790E-1
6.5000E-5	9.5215E-3	5.9648E-1
6.6000E-5	1.0010E-2	5.9399E-1
6.7000E-5	9.7656E-3	5.9014E-1
6.8000E-5	9.7656E-3	5.8569E-1
6.9000E-5	9.2773E-3	5.8145E-1
7.0000E-5	1.0010E-2	5.7783E-1
7.1000E-5	1.0010E-2	5.7842E-1
7.2000E-5	9.0332E-3	5.8071E-1
7.3000E-5	9.5215E-3	5.8584E-1
7.4000E-5	9.7656E-3	5.9268E-1
7.5000E-5	9.5215E-3	5.9966E-1
7.6000E-5	9.5215E-3	6.0283E-1
7.7000E-5	9.5215E-3	6.0405E-1
7.8000E-5	9.2773E-3	6.0435E-1
7.9000E-5	9.5215E-3	6.0483E-1
8.0000E-5	9.0332E-3	6.0532E-1
8.1000E-5	9.5215E-3	6.0732E-1
8.2000E-5	1.0010E-2	6.1021E-1
8.3000E-5	9.2773E-3	6.1348E-1
8.4000E-5	9.7656E-3	6.1450E-1
8.5000E-5	9.5215E-3	6.1406E-1
8.6000E-5	9.5215E-3	6.1274E-1
