Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.7656E-3	5.3560E-1
1.0000E-6	1.0010E-2	5.2993E-1
2.0000E-6	9.2773E-3	5.2637E-1
3.0000E-6	9.0332E-3	5.2104E-1
4.0000E-6	9.5215E-3	5.1724E-1
5.0000E-6	9.2773E-3	5.1719E-1
6.0000E-6	9.5215E-3	5.1909E-1
7.0000E-6	9.2773E-3	5.1987E-1
8.0000E-6	9.5215E-3	5.2319E-1
9.0000E-6	9.5215E-3	5.2573E-1
1.0000E-5	1.0254E-2	5.2822E-1
1.1000E-5	9.5215E-3	5.2935E-1
1.2000E-5	9.2773E-3	5.2817E-1
1.3000E-5	9.5215E-3	5.2827E-1
1.4000E-5	8.7891E-3	5.2798E-1
1.5000E-5	9.0332E-3	5.2510E-1
1.6000E-5	9.5215E-3	5.2256E-1
1.7000E-5	9.2773E-3	5.2187E-1
1.8000E-5	1.0010E-2	5.2046E-1
1.9000E-5	9.5215E-3	5.1860E-1
2.0000E-5	9.7656E-3	5.1792E-1
2.1000E-5	9.5215E-3	5.1680E-1
2.2000E-5	9.5215E-3	5.1519E-1
2.3000E-5	9.7656E-3	5.1270E-1
2.4000E-5	1.0010E-2	5.1074E-1
2.5000E-5	9.5215E-3	5.0986E-1
2.6000E-5	9.5215E-3	5.1050E-1
2.7000E-5	9.7656E-3	5.1206E-1
2.8000E-5	9.5215E-3	5.1235E-1
2.9000E-5	1.0010E-2	5.1396E-1
3.0000E-5	9.2773E-3	5.1528E-1
3.1000E-5	9.5215E-3	5.1729E-1
3.2000E-5	1.0010E-2	5.1587E-1
3.3000E-5	9.0332E-3	5.1416E-1
3.4000E-5	9.5215E-3	5.1348E-1
3.5000E-5	9.5215E-3	5.1162E-1
3.6000E-5	1.0010E-2	5.0913E-1
3.7000E-5	1.0254E-2	5.1177E-1
3.8000E-5	9.7656E-3	5.1699E-1
3.9000E-5	9.0332E-3	5.2163E-1
4.0000E-5	9.5215E-3	5.2852E-1
4.1000E-5	9.0332E-3	5.3433E-1
4.2000E-5	9.7656E-3	5.3481E-1
4.3000E-5	9.2773E-3	5.3311E-1
4.4000E-5	9.5215E-3	5.2827E-1
4.5000E-5	9.5215E-3	5.2021E-1
4.6000E-5	9.2773E-3	5.1318E-1
4.7000E-5	9.2773E-3	5.0869E-1
4.8000E-5	1.0010E-2	5.0552E-1
4.9000E-5	9.5215E-3	5.0518E-1
5.0000E-5	9.0332E-3	5.0610E-1
5.1000E-5	9.2773E-3	5.0669E-1
5.2000E-5	1.0010E-2	5.0708E-1
5.3000E-5	9.5215E-3	5.0923E-1
5.4000E-5	9.0332E-3	5.1079E-1
5.5000E-5	9.2773E-3	5.1250E-1
5.6000E-5	9.7656E-3	5.1460E-1
5.7000E-5	9.5215E-3	5.1807E-1
5.8000E-5	9.5215E-3	5.1870E-1
5.9000E-5	9.2773E-3	5.1758E-1
6.0000E-5	9.2773E-3	5.1904E-1
6.1000E-5	9.5215E-3	5.1919E-1
6.2000E-5	9.7656E-3	5.1802E-1
6.3000E-5	9.7656E-3	5.1934E-1
6.4000E-5	9.5215E-3	5.2261E-1
6.5000E-5	9.7656E-3	5.2314E-1
6.6000E-5	9.5215E-3	5.2456E-1
6.7000E-5	9.7656E-3	5.2573E-1
6.8000E-5	9.2773E-3	5.2622E-1
6.9000E-5	9.0332E-3	5.2803E-1
7.0000E-5	9.5215E-3	5.3213E-1
7.1000E-5	1.0010E-2	5.3594E-1
7.2000E-5	9.7656E-3	5.3926E-1
7.3000E-5	9.2773E-3	5.4248E-1
7.4000E-5	9.2773E-3	5.4331E-1
7.5000E-5	9.0332E-3	5.4053E-1
7.6000E-5	9.5215E-3	5.3633E-1
7.7000E-5	9.5215E-3	5.3213E-1
7.8000E-5	9.7656E-3	5.2573E-1
7.9000E-5	9.2773E-3	5.1992E-1
8.0000E-5	9.7656E-3	5.1870E-1
8.1000E-5	9.2773E-3	5.1934E-1
8.2000E-5	9.2773E-3	5.2236E-1
8.3000E-5	9.5215E-3	5.2910E-1
8.4000E-5	9.0332E-3	5.3701E-1
8.5000E-5	9.7656E-3	5.4272E-1
8.6000E-5	9.5215E-3	5.4810E-1
8.7000E-5	8.7891E-3	5.5161E-1
8.8000E-5	9.2773E-3	5.5098E-1
8.9000E-5	9.5215E-3	5.5000E-1
9.0000E-5	9.7656E-3	5.5005E-1
9.1000E-5	1.0498E-2	5.5112E-1
9.2000E-5	9.5215E-3	5.5278E-1
9.3000E-5	9.2773E-3	5.5825E-1
9.4000E-5	9.5215E-3	5.6382E-1
9.5000E-5	9.2773E-3	5.7012E-1
9.6000E-5	9.2773E-3	5.7720E-1
9.7000E-5	9.2773E-3	5.8447E-1
9.8000E-5	9.7656E-3	5.8916E-1
9.9000E-5	9.0332E-3	5.9380E-1
1.0000E-4	9.5215E-3	5.9648E-1
1.0100E-4	9.7656E-3	5.9771E-1
1.0200E-4	9.5215E-3	5.9902E-1
1.0300E-4	9.2773E-3	6.0034E-1
1.0400E-4	9.5215E-3	6.0137E-1
1.0500E-4	9.7656E-3	6.0376E-1
1.0600E-4	9.5215E-3	6.0586E-1
1.0700E-4	9.2773E-3	6.0981E-1
1.0800E-4	9.7656E-3	6.1577E-1
1.0900E-4	9.2773E-3	6.2261E-1
1.1000E-4	9.7656E-3	6.2935E-1
1.1100E-4	1.0254E-2	6.3467E-1
1.1200E-4	9.2773E-3	6.3696E-1
1.1300E-4	9.2773E-3	6.3833E-1
1.1400E-4	9.2773E-3	6.3765E-1
1.1500E-4	9.7656E-3	6.3535E-1
1.1600E-4	1.0010E-2	6.3530E-1
1.1700E-4	9.5215E-3	6.3647E-1
1.1800E-4	9.5215E-3	6.3633E-1
1.1900E-4	9.5215E-3	6.3721E-1
1.2000E-4	1.0010E-2	6.3936E-1
1.2100E-4	9.5215E-3	6.4229E-1
1.2200E-4	1.0010E-2	6.4893E-1
1.2300E-4	9.5215E-3	6.5806E-1
1.2400E-4	9.2773E-3	6.6855E-1
1.2500E-4	1.0010E-2	6.7837E-1
1.2600E-4	9.5215E-3	6.8604E-1
1.2700E-4	9.2773E-3	6.9028E-1
1.2800E-4	9.2773E-3	6.9204E-1
1.2900E-4	9.0332E-3	6.9219E-1
1.3000E-4	9.2773E-3	6.9307E-1
1.3100E-4	1.0010E-2	6.9365E-1
1.3200E-4	9.7656E-3	6.9341E-1
1.3300E-4	9.0332E-3	6.9404E-1
1.3400E-4	9.7656E-3	6.9580E-1
1.3500E-4	9.5215E-3	6.9814E-1
1.3600E-4	9.5215E-3	7.0293E-1
1.3700E-4	9.7656E-3	7.0742E-1
1.3800E-4	1.0498E-2	7.1113E-1
1.3900E-4	8.7891E-3	7.1504E-1
1.4000E-4	9.2773E-3	7.1733E-1
1.4100E-4	8.7891E-3	7.1626E-1
1.4200E-4	9.0332E-3	7.1426E-1
1.4300E-4	9.5215E-3	7.1226E-1
1.4400E-4	9.5215E-3	7.0845E-1
1.4500E-4	1.0010E-2	7.0488E-1
1.4600E-4	9.2773E-3	7.0454E-1
1.4700E-4	9.5215E-3	7.0732E-1
1.4800E-4	9.7656E-3	7.0986E-1
1.4900E-4	9.7656E-3	7.1338E-1
1.5000E-4	9.2773E-3	7.1602E-1
1.5100E-4	9.2773E-3	7.1787E-1
1.5200E-4	9.5215E-3	7.1924E-1
1.5300E-4	9.2773E-3	7.1914E-1
1.5400E-4	1.0010E-2	7.1846E-1
1.5500E-4	9.7656E-3	7.1919E-1
1.5600E-4	9.7656E-3	7.1880E-1
1.5700E-4	8.7891E-3	7.1621E-1
1.5800E-4	9.2773E-3	7.1523E-1
1.5900E-4	9.5215E-3	7.1465E-1
1.6000E-4	9.5215E-3	7.1221E-1
1.6100E-4	9.2773E-3	7.0933E-1
1.6200E-4	9.5215E-3	7.0757E-1
1.6300E-4	9.5215E-3	7.0596E-1
1.6400E-4	1.0254E-2	7.0366E-1
1.6500E-4	9.7656E-3	7.0088E-1
1.6600E-4	9.2773E-3	6.9980E-1
1.6700E-4	9.5215E-3	6.9878E-1
1.6800E-4	9.5215E-3	6.9639E-1
1.6900E-4	9.7656E-3	6.9121E-1
1.7000E-4	9.5215E-3	6.8579E-1
1.7100E-4	9.5215E-3	6.7847E-1
1.7200E-4	9.2773E-3	6.6992E-1
1.7300E-4	1.0010E-2	6.6279E-1
1.7400E-4	1.0254E-2	6.5854E-1
1.7500E-4	9.2773E-3	6.5654E-1
1.7600E-4	9.2773E-3	6.5630E-1
1.7700E-4	9.5215E-3	6.5903E-1
1.7800E-4	9.5215E-3	6.6216E-1
1.7900E-4	9.5215E-3	6.6470E-1
1.8000E-4	9.5215E-3	6.6533E-1
1.8100E-4	9.2773E-3	6.6313E-1
1.8200E-4	1.0010E-2	6.5708E-1
1.8300E-4	9.5215E-3	6.5093E-1
1.8400E-4	9.5215E-3	6.4434E-1
1.8500E-4	9.0332E-3	6.3462E-1
1.8600E-4	9.2773E-3	6.2510E-1
1.8700E-4	9.5215E-3	6.1587E-1
1.8800E-4	9.7656E-3	6.0620E-1
1.8900E-4	9.5215E-3	5.9907E-1
1.9000E-4	9.5215E-3	5.9834E-1
1.9100E-4	9.0332E-3	5.9893E-1
1.9200E-4	9.2773E-3	6.0137E-1
1.9300E-4	9.5215E-3	6.0396E-1
1.9400E-4	9.7656E-3	6.0444E-1
1.9500E-4	9.2773E-3	6.0391E-1
1.9600E-4	9.7656E-3	6.0337E-1
1.9700E-4	9.5215E-3	6.0103E-1
1.9800E-4	9.5215E-3	5.9771E-1
1.9900E-4	9.0332E-3	5.9297E-1
2.0000E-4	8.5449E-3	5.8672E-1
2.0100E-4	9.5215E-3	5.7964E-1
2.0200E-4	1.0010E-2	5.7500E-1
2.0300E-4	8.7891E-3	5.7114E-1
2.0400E-4	9.2773E-3	5.6953E-1
2.0500E-4	9.2773E-3	5.6978E-1
2.0600E-4	9.5215E-3	5.7246E-1
2.0700E-4	9.5215E-3	5.7295E-1
2.0800E-4	9.5215E-3	5.7212E-1
2.0900E-4	9.7656E-3	5.7017E-1
2.1000E-4	1.0010E-2	5.6504E-1
2.1100E-4	9.5215E-3	5.5752E-1
2.1200E-4	9.7656E-3	5.5122E-1
2.1300E-4	9.7656E-3	5.4585E-1
