Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.2773E-3	7.5767E-1
1.0000E-6	9.7656E-3	7.5806E-1
2.0000E-6	9.7656E-3	7.5752E-1
3.0000E-6	9.2773E-3	7.5552E-1
4.0000E-6	9.0332E-3	7.5200E-1
5.0000E-6	9.5215E-3	7.4946E-1
6.0000E-6	9.0332E-3	7.4692E-1
7.0000E-6	9.5215E-3	7.4624E-1
8.0000E-6	9.5215E-3	7.4590E-1
9.0000E-6	1.0254E-2	7.4531E-1
1.0000E-5	9.2773E-3	7.4175E-1
1.1000E-5	9.5215E-3	7.3906E-1
1.2000E-5	1.0010E-2	7.3394E-1
1.3000E-5	1.0010E-2	7.3076E-1
1.4000E-5	1.0254E-2	7.2480E-1
1.5000E-5	9.5215E-3	7.2207E-1
1.6000E-5	9.0332E-3	7.2061E-1
1.7000E-5	9.2773E-3	7.2139E-1
1.8000E-5	9.5215E-3	7.2109E-1
1.9000E-5	9.0332E-3	7.2412E-1
2.0000E-5	9.7656E-3	7.2480E-1
2.1000E-5	9.5215E-3	7.2354E-1
2.2000E-5	9.5215E-3	7.2168E-1
2.3000E-5	9.5215E-3	7.1895E-1
2.4000E-5	1.0254E-2	7.1353E-1
2.5000E-5	1.0010E-2	7.1021E-1
2.6000E-5	9.0332E-3	7.0659E-1
2.7000E-5	9.5215E-3	7.0283E-1
2.8000E-5	9.0332E-3	7.0093E-1
2.9000E-5	9.2773E-3	7.0083E-1
3.0000E-5	9.2773E-3	6.9858E-1
3.1000E-5	9.5215E-3	6.9839E-1
3.2000E-5	9.2773E-3	6.9775E-1
3.3000E-5	9.7656E-3	6.9478E-1
3.4000E-5	9.2773E-3	6.9146E-1
3.5000E-5	9.7656E-3	6.8911E-1
3.6000E-5	9.5215E-3	6.8633E-1
3.7000E-5	9.7656E-3	6.8228E-1
3.8000E-5	1.0010E-2	6.7905E-1
3.9000E-5	9.5215E-3	6.7788E-1
4.0000E-5	9.7656E-3	6.7593E-1
4.1000E-5	9.2773E-3	6.7563E-1
4.2000E-5	9.7656E-3	6.7729E-1
4.3000E-5	9.5215E-3	6.7959E-1
4.4000E-5	9.5215E-3	6.7935E-1
4.5000E-5	1.0010E-2	6.7988E-1
4.6000E-5	9.2773E-3	6.7681E-1
4.7000E-5	1.0010E-2	6.7373E-1
4.8000E-5	9.5215E-3	6.7065E-1
4.9000E-5	8.7891E-3	6.7012E-1
5.0000E-5	9.5215E-3	6.7051E-1
5.1000E-5	9.7656E-3	6.7285E-1
5.2000E-5	9.5215E-3	6.7588E-1
5.3000E-5	9.5215E-3	6.7783E-1
5.4000E-5	9.7656E-3	6.7808E-1
5.5000E-5	9.7656E-3	6.7729E-1
5.6000E-5	9.7656E-3	6.7480E-1
5.7000E-5	9.5215E-3	6.7202E-1
5.8000E-5	9.5215E-3	6.6982E-1
5.9000E-5	1.0010E-2	6.6768E-1
6.0000E-5	9.2773E-3	6.6792E-1
6.1000E-5	9.5215E-3	6.6851E-1
6.2000E-5	9.7656E-3	6.7021E-1
6.3000E-5	9.5215E-3	6.7251E-1
6.4000E-5	9.2773E-3	6.7451E-1
6.5000E-5	9.2773E-3	6.7524E-1
6.6000E-5	9.7656E-3	6.7568E-1
6.7000E-5	9.5215E-3	6.7412E-1
6.8000E-5	9.7656E-3	6.7139E-1
6.9000E-5	9.7656E-3	6.6987E-1
7.0000E-5	9.5215E-3	6.6641E-1
7.1000E-5	1.0010E-2	6.6338E-1
7.2000E-5	9.2773E-3	6.6104E-1
7.3000E-5	9.5215E-3	6.6050E-1
7.4000E-5	9.7656E-3	6.5942E-1
7.5000E-5	9.5215E-3	6.6035E-1
7.6000E-5	9.0332E-3	6.6128E-1
7.7000E-5	9.7656E-3	6.6299E-1
7.8000E-5	9.2773E-3	6.6401E-1
7.9000E-5	1.0010E-2	6.6660E-1
8.0000E-5	9.5215E-3	6.7021E-1
8.1000E-5	9.5215E-3	6.7500E-1
8.2000E-5	1.0010E-2	6.7969E-1
8.3000E-5	9.5215E-3	6.8359E-1
8.4000E-5	9.2773E-3	6.8560E-1
8.5000E-5	9.2773E-3	6.8521E-1
8.6000E-5	9.2773E-3	6.8408E-1
8.7000E-5	1.0254E-2	6.8159E-1
8.8000E-5	9.5215E-3	6.8105E-1
8.9000E-5	9.5215E-3	6.8276E-1
9.0000E-5	9.2773E-3	6.8511E-1
9.1000E-5	9.2773E-3	6.8882E-1
9.2000E-5	9.2773E-3	6.9346E-1
9.3000E-5	9.2773E-3	6.9824E-1
9.4000E-5	9.7656E-3	7.0239E-1
9.5000E-5	9.2773E-3	7.0669E-1
9.6000E-5	9.2773E-3	7.0913E-1
9.7000E-5	9.7656E-3	7.1128E-1
9.8000E-5	1.0010E-2	7.1289E-1
9.9000E-5	9.5215E-3	7.1318E-1
1.0000E-4	9.2773E-3	7.1455E-1
1.0100E-4	9.5215E-3	7.1772E-1
1.0200E-4	9.5215E-3	7.2183E-1
1.0300E-4	9.5215E-3	7.2476E-1
1.0400E-4	9.2773E-3	7.2808E-1
1.0500E-4	9.7656E-3	7.3130E-1
1.0600E-4	9.2773E-3	7.3438E-1
1.0700E-4	1.0010E-2	7.3662E-1
1.0800E-4	9.2773E-3	7.4087E-1
1.0900E-4	1.0254E-2	7.4390E-1
1.1000E-4	9.2773E-3	7.4531E-1
1.1100E-4	9.2773E-3	7.4663E-1
1.1200E-4	9.7656E-3	7.4604E-1
1.1300E-4	9.5215E-3	7.4521E-1
1.1400E-4	9.7656E-3	7.4399E-1
1.1500E-4	9.5215E-3	7.4263E-1
1.1600E-4	9.7656E-3	7.4150E-1
1.1700E-4	9.7656E-3	7.4229E-1
1.1800E-4	9.5215E-3	7.4346E-1
1.1900E-4	9.2773E-3	7.4678E-1
1.2000E-4	9.7656E-3	7.5122E-1
1.2100E-4	9.2773E-3	7.5317E-1
1.2200E-4	9.2773E-3	7.5386E-1
1.2300E-4	9.2773E-3	7.5225E-1
1.2400E-4	1.0254E-2	7.5049E-1
1.2500E-4	9.5215E-3	7.4844E-1
1.2600E-4	9.2773E-3	7.4863E-1
1.2700E-4	9.2773E-3	7.4883E-1
1.2800E-4	9.0332E-3	7.4951E-1
1.2900E-4	9.0332E-3	7.4946E-1
1.3000E-4	9.5215E-3	7.4922E-1
1.3100E-4	9.7656E-3	7.4844E-1
1.3200E-4	9.2773E-3	7.4878E-1
1.3300E-4	9.0332E-3	7.4873E-1
1.3400E-4	9.5215E-3	7.4531E-1
1.3500E-4	1.0010E-2	7.4106E-1
1.3600E-4	9.2773E-3	7.3711E-1
1.3700E-4	9.7656E-3	7.3242E-1
1.3800E-4	9.2773E-3	7.2886E-1
1.3900E-4	1.0010E-2	7.2876E-1
1.4000E-4	9.5215E-3	7.2979E-1
1.4100E-4	9.2773E-3	7.2959E-1
1.4200E-4	1.0254E-2	7.2944E-1
1.4300E-4	9.5215E-3	7.2998E-1
1.4400E-4	9.2773E-3	7.3052E-1
1.4500E-4	9.0332E-3	7.3091E-1
1.4600E-4	9.0332E-3	7.3242E-1
1.4700E-4	9.5215E-3	7.3340E-1
1.4800E-4	9.7656E-3	7.3091E-1
1.4900E-4	9.2773E-3	7.2788E-1
1.5000E-4	9.2773E-3	7.2339E-1
1.5100E-4	9.2773E-3	7.1748E-1
1.5200E-4	8.7891E-3	7.1431E-1
1.5300E-4	9.2773E-3	7.1431E-1
1.5400E-4	9.7656E-3	7.1460E-1
1.5500E-4	9.5215E-3	7.1465E-1
1.5600E-4	9.5215E-3	7.1489E-1
1.5700E-4	9.0332E-3	7.1001E-1
1.5800E-4	9.2773E-3	7.0435E-1
1.5900E-4	9.0332E-3	6.9717E-1
1.6000E-4	9.5215E-3	6.9033E-1
1.6100E-4	9.5215E-3	6.8281E-1
1.6200E-4	1.0010E-2	6.7759E-1
1.6300E-4	9.5215E-3	6.7207E-1
1.6400E-4	9.2773E-3	6.6787E-1
1.6500E-4	9.5215E-3	6.6465E-1
1.6600E-4	9.2773E-3	6.6250E-1
1.6700E-4	9.7656E-3	6.6182E-1
1.6800E-4	9.5215E-3	6.5977E-1
1.6900E-4	9.7656E-3	6.5552E-1
1.7000E-4	9.0332E-3	6.5000E-1
1.7100E-4	9.2773E-3	6.4399E-1
1.7200E-4	9.0332E-3	6.3584E-1
1.7300E-4	1.0010E-2	6.2651E-1
1.7400E-4	9.0332E-3	6.2144E-1
1.7500E-4	9.0332E-3	6.1611E-1
