Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	1.6724E-1
1.0000E-6	1.0010E-2	1.6675E-1
2.0000E-6	1.0010E-2	1.5942E-1
3.0000E-6	9.7656E-3	1.5552E-1
4.0000E-6	9.7656E-3	1.5210E-1
5.0000E-6	9.5215E-3	1.4551E-1
6.0000E-6	9.5215E-3	1.4893E-1
7.0000E-6	1.0010E-2	1.5112E-1
8.0000E-6	1.0254E-2	1.5649E-1
9.0000E-6	9.7656E-3	1.6138E-1
1.0000E-5	1.0010E-2	1.6260E-1
1.1000E-5	9.2773E-3	1.6455E-1
1.2000E-5	1.0010E-2	1.6895E-1
1.3000E-5	9.2773E-3	1.7163E-1
1.4000E-5	9.7656E-3	1.7529E-1
1.5000E-5	9.2773E-3	1.7041E-1
1.6000E-5	9.5215E-3	1.7139E-1
1.7000E-5	9.2773E-3	1.7944E-1
1.8000E-5	9.2773E-3	1.7432E-1
1.9000E-5	9.5215E-3	1.6382E-1
2.0000E-5	1.0010E-2	1.6211E-1
2.1000E-5	9.2773E-3	1.6968E-1
2.2000E-5	1.0498E-2	1.8091E-1
2.3000E-5	9.0332E-3	1.7944E-1
2.4000E-5	9.5215E-3	1.9360E-1
2.5000E-5	9.7656E-3	1.8530E-1
2.6000E-5	9.5215E-3	1.9312E-1
2.7000E-5	1.0010E-2	1.8848E-1
2.8000E-5	1.0254E-2	1.7969E-1
2.9000E-5	9.2773E-3	1.7236E-1
3.0000E-5	9.2773E-3	1.7603E-1
3.1000E-5	9.0332E-3	1.7993E-1
3.2000E-5	9.0332E-3	1.8994E-1
3.3000E-5	9.2773E-3	1.9580E-1
3.4000E-5	9.2773E-3	1.9727E-1
3.5000E-5	9.7656E-3	1.9678E-1
3.6000E-5	9.7656E-3	1.9409E-1
3.7000E-5	9.7656E-3	1.9165E-1
3.8000E-5	9.5215E-3	1.8799E-1
3.9000E-5	9.7656E-3	1.8750E-1
4.0000E-5	1.0010E-2	1.9385E-1
4.1000E-5	9.5215E-3	2.0166E-1
4.2000E-5	1.0010E-2	1.9946E-1
4.3000E-5	9.2773E-3	1.9482E-1
4.4000E-5	9.7656E-3	1.9141E-1
4.5000E-5	9.2773E-3	1.8506E-1
4.6000E-5	9.2773E-3	1.7993E-1
4.7000E-5	9.5215E-3	1.8237E-1
4.8000E-5	9.2773E-3	1.9092E-1
4.9000E-5	1.0010E-2	1.8408E-1
5.0000E-5	1.0254E-2	1.8701E-1
5.1000E-5	9.5215E-3	1.9360E-1
5.2000E-5	9.2773E-3	1.9873E-1
5.3000E-5	9.2773E-3	1.9800E-1
5.4000E-5	9.7656E-3	1.9922E-1
5.5000E-5	9.0332E-3	2.0215E-1
5.6000E-5	9.0332E-3	2.0630E-1
5.7000E-5	1.0010E-2	2.0972E-1
5.8000E-5	9.5215E-3	2.1509E-1
5.9000E-5	9.7656E-3	2.0435E-1
6.0000E-5	9.7656E-3	1.9702E-1
6.1000E-5	9.0332E-3	1.9409E-1
6.2000E-5	9.7656E-3	1.9629E-1
6.3000E-5	9.2773E-3	1.9800E-1
