Time [s]	Aux in [V]	Main in [V]
0.0000E+0	9.5215E-3	-1.4209E-2
1.0000E-6	8.7891E-3	-1.3623E-2
2.0000E-6	9.5215E-3	-1.2354E-2
3.0000E-6	9.0332E-3	-1.2354E-2
4.0000E-6	1.0254E-2	-1.0254E-2
5.0000E-6	9.7656E-3	-6.6406E-3
6.0000E-6	9.7656E-3	-1.6602E-3
7.0000E-6	9.0332E-3	6.8848E-3
8.0000E-6	1.0010E-2	2.1289E-2
9.0000E-6	9.7656E-3	3.9697E-2
1.0000E-5	9.7656E-3	6.4746E-2
1.1000E-5	9.5215E-3	1.0176E-1
1.2000E-5	9.2773E-3	1.4790E-1
1.3000E-5	9.2773E-3	2.0562E-1
1.4000E-5	1.0010E-2	2.7705E-1
1.5000E-5	9.5215E-3	3.6431E-1
1.6000E-5	9.5215E-3	4.6685E-1
1.7000E-5	9.7656E-3	5.8164E-1
1.8000E-5	9.0332E-3	6.9092E-1
1.9000E-5	9.2773E-3	7.8096E-1
2.0000E-5	9.2773E-3	8.3999E-1
2.1000E-5	9.7656E-3	8.5713E-1
2.2000E-5	1.0010E-2	8.2915E-1
2.3000E-5	9.7656E-3	7.6675E-1
2.4000E-5	9.7656E-3	6.8198E-1
2.5000E-5	9.5215E-3	5.8535E-1
2.6000E-5	9.2773E-3	4.8662E-1
2.7000E-5	9.7656E-3	3.9507E-1
2.8000E-5	9.5215E-3	3.2251E-1
2.9000E-5	9.2773E-3	2.6841E-1
3.0000E-5	1.0010E-2	2.3027E-1
3.1000E-5	9.5215E-3	2.0864E-1
3.2000E-5	9.2773E-3	2.0229E-1
3.3000E-5	1.0010E-2	2.0303E-1
3.4000E-5	9.7656E-3	2.1318E-1
3.5000E-5	9.7656E-3	2.3179E-1
3.6000E-5	9.2773E-3	2.5679E-1
3.7000E-5	9.5215E-3	2.8877E-1
3.8000E-5	9.5215E-3	3.3110E-1
3.9000E-5	9.5215E-3	3.7803E-1
4.0000E-5	1.0254E-2	4.3252E-1
4.1000E-5	1.0010E-2	4.9590E-1
4.2000E-5	9.5215E-3	5.6489E-1
4.3000E-5	1.0010E-2	6.3203E-1
4.4000E-5	1.0010E-2	6.9604E-1
4.5000E-5	9.5215E-3	7.4922E-1
4.6000E-5	9.7656E-3	7.8013E-1
